arm,acc,taxid,organism,clade,slen,heldout_donor_species
B2_balanced,LC658362.1,441170,"Asterocladon rhodochortonoides Haemita chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large s",Brown algae,1450,False
B2_balanced,LC658361.1,441170,"Asterocladon rhodochortonoides Bise chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subu",Brown algae,1442,False
B2_balanced,LC658360.1,441170,"Asterocladon rhodochortonoides Tokashiki2 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase larg",Brown algae,1435,False
B2_balanced,LC658359.1,441170,"Asterocladon rhodochortonoides Tokashiki1 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase larg",Brown algae,1412,False
B2_balanced,OQ708617.1,3037529,"Oreogrammitis tenuisecta ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chlorop",Ferns,1425,False
B2_balanced,OQ708616.1,3037525,"Grammitis marginella ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Ferns,1425,False
B2_balanced,OQ708615.1,3037582,"Calymmodon cf. cucullatus JJY-2023 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",Ferns,1425,False
B2_balanced,OQ708614.1,3037582,"Calymmodon cf. cucullatus JJY-2023 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",Ferns,1425,False
B2_balanced,PP680716.1,3139823,"Ragelichloris palustris strain SAG2660 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Green algae,1428,False
B2_balanced,LC775750.1,2710487,"Sheathia dispersa MAS-01325 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, par",Red algae,1437,False
B2_balanced,PQ155260.1,294733,"Mentha canadensis voucher CNBG BH003 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete",Eudicots,1434,False
B2_balanced,PQ155259.1,54461,"Mentha x rotundifolia voucher CNBG BH030 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comp",Eudicots,1434,False
B2_balanced,PQ155258.1,294740,"Mentha requienii voucher CNBG BH046 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete ",Eudicots,1434,False
B2_balanced,PQ155257.1,294739,"Mentha pulegium voucher CNBG BH041 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete c",Eudicots,1434,False
B2_balanced,PQ155256.1,38859,"Mentha longifolia voucher CNBG BH027 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete",Eudicots,1434,False
B2_balanced,PQ108482.1,3072007,"Adenosma bracteosa isolate TN ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; c",Eudicots,1434,False
B2_balanced,OK317603.1,200750,"UNVERIFIED: Syntrichia ammonsiana voucher MO:John C. Brinda 13058 rbcL gene, complete sequence; chloroplast",Mosses,1428,False
B2_balanced,OK317600.1,316950,"UNVERIFIED: Tortula mucronifolia voucher MO:John C. Brinda 9682 rbcL gene, complete sequence; chloroplast",Mosses,1428,False
B2_balanced,OK317590.1,324303,"UNVERIFIED: Calyptopogon mnioides voucher MO:John C. Brinda 5487a rbcL gene, complete sequence; chloroplast",Mosses,1428,False
B2_balanced,OK317586.1,2959421,"UNVERIFIED: Willia austroleucophaea voucher UC<USA-CA>:John C. Brinda 5108 rbcL gene, complete sequence; chloroplast",Mosses,1428,False
B2_balanced,OK317518.1,200754,"UNVERIFIED: Syntrichia papillosa voucher MO:John C. Brinda 8304 rbcL gene, complete sequence; chloroplast",Mosses,1428,False
B2_balanced,OK317490.1,140629,"UNVERIFIED: Syntrichia latifolia voucher UC<USA-CA>:John C. Brinda 2504 rbcL gene, complete sequence; chloroplast",Mosses,1428,False
B2_balanced,OK317427.1,2920255,"UNVERIFIED: Syntrichia serripungens voucher UC<USA-CA>:Javier A. Jauregui-Lazo 337 rbcL gene, complete sequence; chlorop",Mosses,1428,False
B2_balanced,OK317420.1,1537490,"UNVERIFIED: Syntrichia pagorum voucher MO:John C. Brinda 12995 rbcL gene, complete sequence; chloroplast",Mosses,1428,False
B2_balanced,OK317412.1,2920254,"UNVERIFIED: Syntrichia obtusissima voucher UC<USA-CA>:John C. Brinda 2546 rbcL gene, complete sequence; chloroplast",Mosses,1428,False
B2_balanced,OK317411.1,1537489,"UNVERIFIED: Syntrichia montana voucher MO:Maria J. Cano 937 rbcL gene, complete sequence; chloroplast",Mosses,1428,False
B2_balanced,OK317409.1,3062129,"UNVERIFIED: Syntrichia laevipila var. meridionalis voucher UC<USA-CA>:John C. Brinda 11168 rbcL gene, complete sequence;",Mosses,1428,False
B2_balanced,OK317408.1,1286806,"UNVERIFIED: Syntrichia laevipila voucher UC<USA-CA>:John C. Brinda 2444 rbcL gene, complete sequence; chloroplast",Mosses,1428,False
B2_balanced,OK317405.1,3062127,"UNVERIFIED: Syntrichia caninervis var. pseudodesertorum voucher MO:John C. Brinda 619 rbcL gene, complete sequence; chlo",Mosses,1428,False
B2_balanced,OK317404.1,200751,"UNVERIFIED: Syntrichia caninervis voucher UC<USA-CA>:John C. Brinda 10551 rbcL gene, complete sequence; chloroplast",Mosses,1428,False
B2_balanced,OK317396.1,200750,"UNVERIFIED: Syntrichia ammonsiana voucher MO:John C. Brinda 9596 rbcL gene, complete sequence; chloroplast",Mosses,1428,False
B2_balanced,PQ031147.1,52549,"Mallomonas caudata strain CZ92A ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds;",Other SAR/protist,1467,False
B2_balanced,PQ031146.1,52549,"Mallomonas caudata strain CZ25J ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds;",Other SAR/protist,1467,False
B2_balanced,PQ031145.1,52552,"Mallomonas splendens strain CCMP 1782 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Other SAR/protist,1467,True
B2_balanced,PQ031144.1,52552,"Mallomonas splendens strain AU07B ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cd",Other SAR/protist,1467,True
B2_balanced,PQ031143.1,52546,"Mallomonas adamas strain CZ38P ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; ",Other SAR/protist,1467,False
B2_balanced,PQ031142.1,52546,"Mallomonas adamas strain CZ38K ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; ",Other SAR/protist,1467,False
B2_balanced,PQ031141.1,3233833,"Mallomonas schwemmlei strain CZ33J ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete c",Other SAR/protist,1467,False
B2_balanced,PQ031140.1,3233833,"Mallomonas schwemmlei strain CZ33F ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete c",Other SAR/protist,1467,False
B2_balanced,PQ031139.1,3233832,"Mallomonas munda strain CZ85G ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; c",Other SAR/protist,1467,False
B2_balanced,PQ031138.1,3233832,"Mallomonas munda strain CZ38H ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; c",Other SAR/protist,1467,False
B2_balanced,PQ031137.1,3233716,"Mallomonas favosa strain D03C ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; c",Other SAR/protist,1467,False
B2_balanced,PQ031135.1,3233715,"Mallomonas eoa strain CZ115D ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; ch",Other SAR/protist,1467,False
B2_balanced,PQ031134.1,3233715,"Mallomonas eoa strain CZ115B ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; ch",Other SAR/protist,1467,False
B2_balanced,PQ031133.1,3233714,"Mallomonas doignonii strain CZ08N ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cd",Other SAR/protist,1467,False
B2_balanced,PQ031132.1,3233714,"Mallomonas doignonii strain CZ08K ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cd",Other SAR/protist,1467,False
B2_balanced,PQ031131.1,52548,"Mallomonas annulata strain CZ23C ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds",Other SAR/protist,1467,True
B2_balanced,PQ031130.1,52548,"Mallomonas annulata strain CZ34K ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds",Other SAR/protist,1467,True
B2_balanced,PQ031129.1,52551,"Mallomonas rasilis strain D01D ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; ",Other SAR/protist,1467,False
B2_balanced,PQ031127.1,2989,"Mallomonas papillosa strain Jeongsan121209J ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, c",Other SAR/protist,1467,False
B2_balanced,PQ031126.1,2989,"Mallomonas papillosa strain CZ03F ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cd",Other SAR/protist,1467,False
B2_balanced,PQ031125.1,1261422,"Mallomonas kalinae strain CZ41B ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds;",Other SAR/protist,1467,True
B2_balanced,PQ031124.1,1261422,"Mallomonas kalinae strain CCMP 479 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete c",Other SAR/protist,1467,True
B2_balanced,PQ031123.1,2990,"Mallomonas striata strain CZ33H ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds;",Other SAR/protist,1467,True
B2_balanced,PQ031122.1,3233831,"Mallomonas flora strain CZ53C ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; c",Other SAR/protist,1464,True
B2_balanced,PQ031121.1,3233831,"Mallomonas flora strain CZ35K ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; c",Other SAR/protist,1464,True
B2_balanced,PQ031120.1,1677041,"Mallomonas lelymene strain IT02A ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds",Other SAR/protist,1467,False
B2_balanced,PQ031119.1,1677041,"Mallomonas lelymene strain CZ29D ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds",Other SAR/protist,1467,False
B2_balanced,PQ031118.1,2510432,"Mallomonas intermedia strain CZ35C ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete c",Other SAR/protist,1467,False
B2_balanced,PQ031117.1,2510432,"Mallomonas intermedia strain CZ34M ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete c",Other SAR/protist,1467,False
B2_balanced,PQ031116.1,984088,"Mallomonas elongata strain CZ24B ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds",Other SAR/protist,1467,False
B2_balanced,PQ031115.1,984088,"Mallomonas elongata strain CZ26E ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds",Other SAR/protist,1467,False
B2_balanced,PQ031114.1,1677027,"Mallomonas crassisquama strain CZ07M ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete",Other SAR/protist,1467,False
B2_balanced,PQ031113.1,1677027,"Mallomonas crassisquama strain CZ04A ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete",Other SAR/protist,1467,False
B2_balanced,PQ031112.1,1677024,"Mallomonas aerolata strain CZ35O ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds",Other SAR/protist,1467,False
B2_balanced,PQ031111.1,1677024,"Mallomonas aerolata strain CZ35M ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds",Other SAR/protist,1467,False
B2_balanced,PQ031110.1,3233835,"Mallomonas actinoloma var. maramuresensis strain CZ105B ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (r",Other SAR/protist,1467,False
B2_balanced,PQ031109.1,3233835,"Mallomonas actinoloma var. maramuresensis strain CZ104D ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (r",Other SAR/protist,1467,False
B2_balanced,OR545511.1,3074904,"Achnanthidium obscurum strain B722 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",Diatoms,1431,False
B2_balanced,OR545509.1,3074902,"Achnanthidium angustum strain B522 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",Diatoms,1428,False
B2_balanced,PQ047479.1,3237187,"Yuzurua nunesii ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,1425,False
B2_balanced,ON736839.1,2305496,"Halamphora adumbratoides voucher CIBA 160 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Diatoms,1444,False
B2_balanced,OQ550111.1,3058566,"Chrysobalanus sp. GL-2023a voucher C182 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, compl",Eudicots,1428,False
B2_balanced,PP971777.1,206309,"Sesbania grandiflora voucher SG 1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",Eudicots,1422,False
B2_balanced,PP882868.1,568080,"Erythrophleum fordii isolate DT1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds",Eudicots,1429,False
B2_balanced,MT470407.1,2943343,"Bocquillonia sessiliflora voucher Bruy 1197 (NOU) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) g",Eudicots,1434,False
B2_balanced,MT470406.1,2943342,"Bocquillonia longipes voucher Munzinger 5796 (NOU) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) ",Eudicots,1414,False
B2_balanced,OR188788.1,2040496,"Eustigmatophyceae sp. strain Tow 8/9 T-25m6.8 ribulose 1,5 bisphosphate carboxylase/oxygenase (rbcL) gene, partial cds; ",Other SAR/protist,1420,False
B2_balanced,PP003484.1,3108373,"Dichotomaria elegans voucher JDD189 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Red algae,1440,False
B2_balanced,PP003483.1,3108373,"Dichotomaria elegans voucher JDD187 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Red algae,1440,False
B2_balanced,PP003482.1,3108373,"Dichotomaria elegans voucher JDD186 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Red algae,1440,False
B2_balanced,PP003481.1,3108373,"Dichotomaria elegans voucher JDD185 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Red algae,1440,False
B2_balanced,PP003480.1,3108373,"Dichotomaria elegans voucher CP204 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",Red algae,1440,False
B2_balanced,PP003479.1,3108373,"Dichotomaria elegans voucher CP203 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",Red algae,1440,False
B2_balanced,PP003478.1,3108373,"Dichotomaria elegans voucher CP200 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",Red algae,1440,False
B2_balanced,PP003477.1,3108373,"Dichotomaria elegans voucher R100B5.4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Red algae,1437,False
B2_balanced,PP003476.1,3108373,"Dichotomaria elegans voucher R100B5.3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Red algae,1440,False
B2_balanced,PP003475.1,3108373,"Dichotomaria elegans voucher R100B5.2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Red algae,1437,False
B2_balanced,PP003469.1,3108373,"Dichotomaria elegans voucher CNU032179 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Red algae,1404,False
B2_balanced,MH670406.1,3144197,"Pinnularia lacustrigibba strain PIN19Cra ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, part",Diatoms,1464,False
B2_balanced,PP724760.1,189737,"Pseudo-nitzschia galaxiae isolate P2D4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Diatoms,1410,False
B2_balanced,PP263658.1,2900700,"Daphniphyllum macropodum subsp. humile isolate G6IMc ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL",Eudicots,1449,True
B2_balanced,PP263657.1,276776,"Daphniphyllum macropodum isolate F2IMa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Eudicots,1449,True
B2_balanced,PP263656.1,276776,"Daphniphyllum macropodum isolate E2IMa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Eudicots,1449,True
B2_balanced,PP263655.1,276776,"Daphniphyllum macropodum isolate D4IMcd ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, compl",Eudicots,1449,True
B2_balanced,PP263654.1,276776,"Daphniphyllum macropodum isolate C3IMa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Eudicots,1449,True
B2_balanced,PP263653.1,2900700,"Daphniphyllum macropodum subsp. humile isolate B3IMa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL",Eudicots,1449,True
B2_balanced,PP263652.1,276776,"Daphniphyllum macropodum isolate A3IMc ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Eudicots,1449,True
B2_balanced,OR066238.1,1619303,"Streptothamnus moorei ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplas",Eudicots,1453,False
B2_balanced,OR066237.1,3049205,"Berberidopsis granitica ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloropl",Eudicots,1463,False
B2_balanced,OR066236.1,39268,"Aextoxicon punctatum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,1469,False
B2_balanced,PP503035.1,167791,"Bauhinia variegata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,1421,False
B2_balanced,LC753170.1,3026078,"Falcula sp. 1-KS-2020 SK001 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, par",Diatoms,1460,False
B2_balanced,LC753169.1,3026075,"Falcula media SC06 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds",Diatoms,1445,False
B2_balanced,OR427286.1,63659,"Ulva compressa voucher L0795872 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds;",Green algae,1425,False
B2_balanced,PP407572.1,3126518,"Vanilla sp. ZZ-2024a voucher Chen0083 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Monocots,1479,False
B2_balanced,PP407566.1,3126515,"Vanilla annamica voucher Chen0085 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cd",Monocots,1479,False
B2_balanced,OP584916.1,2184446,"Baolia bracteata isolate p1-5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; c",Eudicots,1428,True
B2_balanced,OP584909.1,2184446,"Baolia bracteata isolate p2-3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; c",Eudicots,1428,True
B2_balanced,OP584908.1,2184446,"Baolia bracteata isolate p2-2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; c",Eudicots,1428,True
B2_balanced,OP584907.1,2184446,"Baolia bracteata isolate p2-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; c",Eudicots,1428,True
B2_balanced,LC791214.1,98482,"Dichodontium pellucidum TNS: Y. Inoue 9818 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase lar",Mosses,1428,False
B2_balanced,LC791213.1,1277878,"Hydrogonium subcomosum TNS: Y. Inoue 8411 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase larg",Mosses,1428,False
B2_balanced,LC791212.1,186694,"Isopterygium albescens TNS: Y. Inoue 8968 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase larg",Mosses,1428,False
B2_balanced,LC791211.1,455647,"Pseudotaxiphyllum maebarae TNS: Y. Inoue 8767 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase ",Mosses,1428,False
B2_balanced,LC791210.1,324410,"Fauriella tenuis TNS: Y. Inoue 8765 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subu",Mosses,1428,False
B2_balanced,LC791209.1,1401241,"Hyophila propagulifera TNS: Y. Inoue 8599 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase larg",Mosses,1428,False
B2_balanced,LC791208.1,80885,"Dicranella heteromalla TNS: Y. Inoue 8590 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase larg",Mosses,1428,False
B2_balanced,LC791207.1,324319,"Luisierella barbula TNS: Y. Inoue 8525 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large s",Mosses,1428,False
B2_balanced,LC791206.1,3109235,"Weissia kiiensis TNS: Y. Inoue 8510 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subu",Mosses,1428,False
B2_balanced,LC791205.1,254109,"Niphotrichum japonicum TNS: Y. Inoue 8502 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase larg",Mosses,1428,False
B2_balanced,LC791204.1,301340,"Tuerckheimia svihlae TNS: Y. Inoue 8404 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large ",Mosses,1428,False
B2_balanced,LC791203.1,127538,"Oedipodium griffithianum TNS: Y. Inoue 8201 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase la",Mosses,1428,False
B2_balanced,LC791202.1,2945675,"Pleurozia subinflata NICH: T. Katagiri 4278 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase la",Liverworts,1428,True
B2_balanced,LC791201.1,3063155,"Pleurozia acinosa NICH: T. Katagiri 4275 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large",Liverworts,1428,False
B2_balanced,LC791200.1,280637,"Pleurozia purpurea TNS: M. Higuchi 55158 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large",Liverworts,1428,False
B2_balanced,LC791199.1,927755,"Ptilidium californicum HIRO: K. Nishihata 49 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase l",Liverworts,1428,False
B2_balanced,LC791198.1,1755700,"Acrolejeunea sandvicensis TNS: Y. Inoue 8703 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase l",Liverworts,1428,False
B2_balanced,LC791197.1,588652,"Lejeunea japonica TNS: Y. Inoue 8701 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large sub",Liverworts,1428,False
B2_balanced,LC791196.1,264476,"Lejeunea flava TNS: Y. Inoue 8472 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subuni",Liverworts,1428,False
B2_balanced,LC791195.1,588645,"Cololejeunea japonica TNS: Y. Inoue 8219 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large",Liverworts,1428,False
B2_balanced,LC791194.1,460671,"Porella ulophylla TNS: Y. Inoue 8267 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large sub",Liverworts,1428,True
B2_balanced,LC791193.1,56931,"Lunularia cruciata TNS: Y. Inoue 8790 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large su",Liverworts,1428,False
B2_balanced,LC791192.1,1068588,"Radula tokiensis TNS: Y. Inoue 8488 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subu",Liverworts,1428,False
B2_balanced,LC791191.1,3077959,"Astomiopsis julacea HIRO: Y. Inoue 8509 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large ",Mosses,1428,False
B2_balanced,LC791190.1,3077959,"Astomiopsis julacea TNS: Y. Inoue 8500 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large s",Mosses,1428,False
B2_balanced,LC600458.1,2803891,"Dictyosiphon sp. NH1 personal: Hiroshi Kawai: KU-d15317 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/",Brown algae,1401,False
B2_balanced,LC600457.1,2803891,"Dictyosiphon sp. NH1 personal: Hiroshi Kawai: KU-d15158 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/",Brown algae,1401,False
B2_balanced,LC600456.1,2803890,"Dictyosiphon sparsus personal: Hiroshi Kawai: KU-d12879 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/",Brown algae,1401,False
B2_balanced,LC600454.1,2803892,"Dictyosiphon hirsutus KU-MACC: KU-2976 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large s",Brown algae,1404,False
B2_balanced,LC600453.1,2803892,"Dictyosiphon hirsutus KU-MACC: KU-297 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large su",Brown algae,1404,False
B2_balanced,LC600451.1,64925,"Dictyosiphon foeniculaceus KU-MACC: KU-2972 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase la",Brown algae,1404,False
B2_balanced,LC600450.1,64925,"Dictyosiphon foeniculaceus KU-MACC: KU-2966 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase la",Brown algae,1404,False
B2_balanced,LC600449.1,1535352,"Dictyosiphon ekmanii KU-MACC: KU-2979 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large su",Brown algae,1421,False
B2_balanced,LC600448.1,1535351,"Dictyosiphon chordaria KU-MACC: KU-2978 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large ",Brown algae,1412,False
B2_balanced,LC600447.1,2803889,"Dictyosiphon asiaticus personal: Hiroshi Kawai: KU-d21759 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylas",Brown algae,1403,False
B2_balanced,LC600446.1,2803889,"Dictyosiphon asiaticus personal: Hiroshi Kawai: KU-d12892 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylas",Brown algae,1401,False
B2_balanced,LC600445.1,2803889,"Dictyosiphon asiaticus personal: Hiroshi Kawai: KU-d5884 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase",Brown algae,1403,False
B2_balanced,LC719608.1,3113216,"Eudesme sp. 1 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds, spec",Brown algae,1404,False
B2_balanced,AB540069.1,409941,"Gloiopeltis tenax chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds,",Red algae,1467,False
