acc,clade,organism,raw_len,has_cds,codon_start,recovered,cds_len,naive_mod3,naive_stops,cds_mod3,cds_stops,naive_ok,cds_ok
LC648987,Liverworts,"Plicanthus birmensis HIRO:Y.Inoue 7232 chloroplast rbcL gene for ribulose 1,5-bisphosphate carboxylase/oxygenase large s",1428,True,1,False,1428,0,0,0,0,True,True
LC744590,Liverworts,"Heteroscyphus inflatus HIRO: T. Katagiri 3791 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase ",1428,True,1,False,1428,0,0,0,0,True,True
LC744582,Liverworts,"Solenostoma vulcanicola TNS: Y. Inoue 8589 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase lar",1428,True,1,False,1428,0,0,0,0,True,True
LC700329,Liverworts,"Schistochila yakushimensis TNS:S. Chantanaorrapint 3655 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/",1428,True,1,False,1428,0,0,0,0,True,True
LC702115,Liverworts,"Apopellia endiviifolia TNS:MH:247385 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large sub",1428,True,1,False,1428,0,0,0,0,True,True
LC702114,Liverworts,"Conocephalum japonicum TNS:MH:247271 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large sub",1428,True,1,False,1428,0,0,0,0,True,True
LC702113,Liverworts,"Reboulia hemisphaerica subsp. orientalis TNS:MH:247422 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/o",1431,True,1,False,1431,0,0,0,0,True,True
LC702112,Liverworts,"Nardia assamica TNS:MH:247540 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, c",1428,True,1,False,1428,0,0,0,0,True,True
MN966993,Liverworts,"Lophochaete fryei isolate L1560 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",1432,True,1,False,1401,1,1,0,0,False,True
EF547822,Liverworts,"Aneura pinguis voucher EDNA 06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; ",1428,True,1,False,1428,0,0,0,0,True,True
EF547816,Liverworts,"Aneura pinguis voucher Vanderpoorten 2438 LG ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, ",1428,True,1,False,1428,0,0,0,0,True,True
EF547815,Liverworts,"Aneura pinguis voucher Wickett 338 CONN ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, compl",1428,True,1,False,1428,0,0,0,0,True,True
EF547814,Liverworts,"Aneura pinguis voucher Wickett 278 CONN ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, compl",1428,True,1,False,1428,0,0,0,0,True,True
EF547813,Liverworts,"Aneura maxima voucher Risk 11475 NYBG ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",1428,True,1,False,1428,0,0,0,0,True,True
EF547812,Liverworts,"Aneura mirabilis voucher Boudier CONN ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",1428,True,1,False,1428,0,0,0,0,True,True
EF547811,Liverworts,"Aneura mirabilis voucher Kers 1980 S ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete",1428,True,1,False,1428,0,0,0,0,True,True
EF547810,Liverworts,"Aneura mirabilis voucher Wickett 295 CONN ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, com",1428,True,1,False,1428,0,0,0,0,True,True
HQ447002,Liverworts,"UNVERIFIED: Fossombronia fernandeziensis voucher Benavides 4064 (ABSH) ribulose-1,5-bisphosphate carboxylase/oxygenase l",1497,False,0,False,0,0,40,-1,-1,False,False
HQ447000,Liverworts,"Fossombronia himalayensis voucher Long 28570 (ABSH) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL)",1496,True,1,False,1395,2,2,0,0,False,True
HQ446999,Liverworts,"Fossombronia texana voucher Stotler & Crandall-Stotler 4020 (ABSH) ribulose-1,5-bisphosphate carboxylase/oxygenase large",1499,True,1,False,1395,2,2,0,0,False,True
HQ446998,Liverworts,"Fossombronia marshii voucher Stotler, Crandall-Stotler & Bray 3940 (ABSH) ribulose-1,5-bisphosphate carboxylase/oxygenas",1498,True,1,False,1395,1,3,0,0,False,True
HQ446997,Liverworts,"Fossombronia pusilla voucher Wheeler s.n. (ABSH) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) ge",1499,True,1,False,1395,2,2,0,0,False,True
HQ446996,Liverworts,"Fossombronia pusilla voucher Cargill 451 (ABSH) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gen",1494,True,2,False,1389,0,43,0,0,False,True
HQ446995,Liverworts,"Fossombronia wondraczekii voucher Cargill 6B (ABSH) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL)",1492,True,2,False,1389,1,43,0,0,False,True
HQ446994,Liverworts,"Fossombronia wondraczekii voucher Cargill 6A (ABSH) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL)",1490,True,1,False,1395,2,1,0,0,False,True
HQ446993,Liverworts,"Fossombronia pusilla voucher U. & E. Drehwald s.n. (ABSH) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit ",1499,True,1,False,1395,2,2,0,0,False,True
PX896557,Lycophytes,"Selaginella ciliaris voucher S.Y. Dong et al. D6676 IBSC ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (",1428,True,1,False,1428,0,0,0,0,True,True
PX896556,Lycophytes,"Selaginella chrysorrhizos voucher S.Y. Dong et al. D6725 IBSC ribulose-1,5-bisphosphate carboxylase/oxygenase large subu",1428,True,1,False,1428,0,0,0,0,True,True
PX896555,Lycophytes,"Selaginella chrysorrhizos voucher S.Y. Dong et al. D6728 IBSC ribulose-1,5-bisphosphate carboxylase/oxygenase large subu",1428,True,1,False,1428,0,0,0,0,True,True
PX896554,Lycophytes,"Selaginella chrysorrhizos voucher S.Y. Dong et al. D6916 IBSC ribulose-1,5-bisphosphate carboxylase/oxygenase large subu",1428,True,1,False,1428,0,0,0,0,True,True
PX896553,Lycophytes,"Selaginella chrysorrhizos voucher Z. Xie XZ4233 IBSC ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL",1428,True,1,False,1428,0,0,0,0,True,True
PX841361,Lycophytes,"Selaginella vaginata voucher XZ4135 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",1428,True,1,False,1428,0,0,0,0,True,True
PX841360,Lycophytes,"Selaginella amblyphylla voucher D6795 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",1428,True,1,False,1428,0,0,0,0,True,True
PX841359,Lycophytes,"Selaginella vaginata voucher D6754 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",1428,True,1,False,1428,0,0,0,0,True,True
PX841358,Lycophytes,"Selaginella dushanensis voucher D6750 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",1428,True,1,False,1428,0,0,0,0,True,True
PX841357,Lycophytes,"Selaginella effusa voucher D6749 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds;",1428,True,1,False,1428,0,0,0,0,True,True
PX841356,Lycophytes,"Selaginella xipholepis voucher D6675 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",1430,True,1,False,1428,2,0,0,0,False,True
PX841355,Lycophytes,"Selaginella qingchengshanensis voucher D6664 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, ",1428,True,1,False,1428,0,0,0,0,True,True
PX841354,Lycophytes,"Selaginella vaginata voucher D6662 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",1428,True,1,False,1428,0,0,0,0,True,True
PX841353,Lycophytes,"Selaginella qingchengshanensis voucher D6661 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, ",1428,True,1,False,1428,0,0,0,0,True,True
PX841352,Lycophytes,"Selaginella heterostachys voucher D6659 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",1428,True,1,False,1428,0,0,0,0,True,True
PX841351,Lycophytes,"Selaginella davidii voucher D6656 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",1428,True,1,False,1428,0,0,0,0,True,True
PX841350,Lycophytes,"Selaginella aristata voucher D6652 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",1428,True,1,False,1428,0,0,0,0,True,True
PX841349,Lycophytes,"Selaginella parachrysocaulos voucher D6641 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, pa",1428,True,1,False,1428,0,0,0,0,True,True
PX841348,Lycophytes,"Selaginella vaginata voucher D6638 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",1428,True,1,False,1428,0,0,0,0,True,True
PX841347,Lycophytes,"Selaginella amblyphylla voucher D6632 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",1428,True,1,False,1428,0,0,0,0,True,True
PX841346,Lycophytes,"Selaginella xipholepis voucher D6631 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",1430,True,1,False,1428,2,0,0,0,False,True
PX841345,Lycophytes,"Selaginella aristata voucher D6614 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",1428,True,1,False,1428,0,0,0,0,True,True
PX841344,Lycophytes,"Selaginella bisulcata voucher D6223 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",1428,True,1,False,1428,0,0,0,0,True,True
PX687922,Lycophytes,"Mexiselaginella schaffneri isolate Sel_02 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcl) gene, rbc",1428,True,1,False,1428,0,0,0,0,True,True
ON060551,Lycophytes,"Isoetes philippinensis voucher Price 500 (BM) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene,",1428,True,1,False,1428,0,0,0,0,True,True
OK181886,Lycophytes,"Selaginella iridescens voucher wyr20200120_3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, ",1428,True,1,False,1428,0,0,0,0,True,True
OK181885,Lycophytes,"Selaginella iridescens voucher wyr20200120_2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, ",1428,True,1,False,1428,0,0,0,0,True,True
OK181884,Lycophytes,"Selaginella iridescens voucher wyr20200120_1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, ",1428,True,1,False,1428,0,0,0,0,True,True
MW980506,Lycophytes,"Selaginella schaffneri voucher D. Tejero-D_ez 3147 (NY) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (r",1428,True,1,False,1428,0,0,0,0,True,True
KY023318,Lycophytes,"Selaginella viridangula voucher U. Swenson 528 (S) from Fiji ribulose-1,5-bisphosphate carboxylase/oxygenase large subun",1450,True,2,False,1041,1,12,0,0,False,True
KY023183,Lycophytes,"Selaginella acanthonota from USA ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) mRNA, partial cds;",1435,True,2,False,996,1,21,0,0,False,True
KR028155,Lycophytes,"Selaginella uncinata chloroplast ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) mRNA, complete cds",1428,True,1,False,1428,0,0,0,0,True,True
PX743785,Magnoliids,"UNVERIFIED: Lindera foveolata voucher CPG64919 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743784,Magnoliids,"UNVERIFIED: Lindera menghaiensis voucher CPG64480 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743783,Magnoliids,"UNVERIFIED: Machilus oculodracontis voucher CPG63292 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743782,Magnoliids,"UNVERIFIED: Actinodaphne menghaiensis voucher CPG62691 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743781,Magnoliids,"UNVERIFIED: Litsea chinpingensis voucher CPG62453 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743780,Magnoliids,"UNVERIFIED: Beilschmiedia punctilimba voucher CPG62020 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743779,Magnoliids,"UNVERIFIED: Machilus pyramidalis voucher CPG61976 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743778,Magnoliids,"UNVERIFIED: Cinnamomum austroyunnanense voucher CPG61964 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743777,Magnoliids,"UNVERIFIED: Neolitsea oblongifolia voucher CPG61821 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743776,Magnoliids,"UNVERIFIED: Beilschmiedia macropoda voucher CPG61747 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743775,Magnoliids,"UNVERIFIED: Neolitsea ellipsoidea voucher CPG61744 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743774,Magnoliids,"UNVERIFIED: Neolitsea tomentosa voucher CPG61733 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743773,Magnoliids,"UNVERIFIED: Beilschmiedia sichourensis voucher CPG61563 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743772,Magnoliids,"UNVERIFIED: Beilschmiedia kweichowensis voucher CPG61417 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743771,Magnoliids,"UNVERIFIED: Lindera prattii voucher CPG61409 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743770,Magnoliids,"UNVERIFIED: Lindera guangxiensis voucher CPG61343 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743769,Magnoliids,"UNVERIFIED: Actinodaphne kweichowensis voucher CPG61341 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743768,Magnoliids,"UNVERIFIED: Beilschmiedia obscurinervia voucher CPG61337 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743767,Magnoliids,"UNVERIFIED: Cinnamomum saxatile voucher CPG61327 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743766,Magnoliids,"UNVERIFIED: Machilus cavaleriei voucher CPG61286 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743765,Magnoliids,"UNVERIFIED: Alseodaphnopsis hokouensis voucher CPG61281 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743764,Magnoliids,"UNVERIFIED: Alseodaphne yunnanensis voucher CPG61246 rbcL gene, partial sequence; chloroplast",1407,False,0,True,1407,0,0,0,0,True,True
PX743763,Magnoliids,"UNVERIFIED: Litsea beilschmiediifolia voucher CPG61245 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743762,Magnoliids,"UNVERIFIED: Actinodaphne tsaii voucher CPG61157 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743761,Magnoliids,"UNVERIFIED: Endiandra dolichocarpa voucher CPG24063 rbcL gene, partial sequence; chloroplast",1449,False,0,True,1449,0,0,0,0,True,True
PX743760,Magnoliids,"UNVERIFIED: Cryptocarya maclurei voucher CPG18349 rbcL gene, partial sequence; chloroplast",1449,False,0,True,1449,0,0,0,0,True,True
PX743759,Magnoliids,"UNVERIFIED: Machilus monticola voucher CPG06157 rbcL gene, partial sequence; chloroplast",1449,False,0,True,1449,0,0,0,0,True,True
PX743758,Magnoliids,"UNVERIFIED: Phoebe chinensis voucher CPG01023 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743757,Magnoliids,"UNVERIFIED: Orophea laui voucher CPG65991 rbcL gene, partial sequence; chloroplast",1446,False,0,True,1446,0,0,0,0,True,True
PX743756,Magnoliids,"UNVERIFIED: Miliusa sinensis voucher CPG61966 rbcL gene, partial sequence; chloroplast",1446,False,0,True,1446,0,0,0,0,True,True
PX743755,Magnoliids,"UNVERIFIED: Alphonsea mollis voucher CPG42767 rbcL gene, partial sequence; chloroplast",1449,False,0,True,1449,0,0,0,0,True,True
PX743754,Magnoliids,"UNVERIFIED: Alphonsea hainanensis voucher CPG42340 rbcL gene, partial sequence; chloroplast",1449,False,0,True,1449,0,0,0,0,True,True
PX743753,Magnoliids,"UNVERIFIED: Goniothalamus howii voucher CPG42252 rbcL gene, partial sequence; chloroplast",1446,False,0,True,1446,0,0,0,0,True,True
PX743752,Magnoliids,"UNVERIFIED: Fissistigma retusum voucher CPG18193 rbcL gene, partial sequence; chloroplast",1449,False,0,True,1449,0,0,0,0,True,True
PX743751,Magnoliids,"UNVERIFIED: Magnolia shiluensis voucher CPG42264 rbcL gene, partial sequence; chloroplast",1446,False,0,True,1446,0,0,0,0,True,True
PX743750,Magnoliids,"UNVERIFIED: Piper lingshuiense voucher CPG42428 rbcL gene, partial sequence; chloroplast",1449,False,0,True,1449,0,0,0,0,True,True
PX743749,Magnoliids,"UNVERIFIED: Aristolochia polymorpha voucher CPG42496 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743748,Magnoliids,"UNVERIFIED: Thottea hainanensis voucher CPG42402 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743747,Magnoliids,"UNVERIFIED: Aristolochia chlamydophylla voucher CPG26131 rbcL gene, partial sequence; chloroplast",1428,False,0,True,1428,0,0,0,0,True,True
PX743746,Magnoliids,"UNVERIFIED: Asarum taipingshanianum voucher CPG10439 rbcL gene, partial sequence; chloroplast",1449,False,0,True,1449,0,0,0,0,True,True
PX743745,Magnoliids,"UNVERIFIED: Asarum macranthum voucher CPG10159 rbcL gene, partial sequence; chloroplast",1449,False,0,True,1449,0,0,0,0,True,True
PQ368629,Magnoliids,"Artabotrys pilosus voucher HXL 1561 (AU) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, part",1420,True,2,False,1419,1,38,0,0,False,True
PQ368628,Magnoliids,"Artabotrys hainanensis voucher HXL 1560 (AU) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, ",1426,True,2,False,1425,1,37,0,0,False,True
PQ368627,Magnoliids,"Artabotrys fragrans voucher HXL 90523 (AU) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, pa",1426,True,2,False,1425,1,38,0,0,False,True
PQ368626,Magnoliids,"Artabotrys rubriflorus voucher LYQ 416 (AU) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, p",1407,True,1,False,1407,0,0,0,0,True,True
PQ368624,Magnoliids,"Artabotrys pachypetalus voucher LYQ 329 (AU) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, ",1420,True,2,False,1419,1,38,0,0,False,True
PV861990,Magnoliids,"Klarobelia icoja ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1428,True,1,False,1428,0,0,0,0,True,True
AF052612,Magnoliids,"Laurelia sempervirens voucher Edinburgh Botanical Garden 19931681 ribulose-1,5-bisphosphate carboxylase/oxygenase large ",1437,False,0,False,0,0,23,-1,-1,False,False
AF040662,Magnoliids,"Laureliopsis philippiana voucher L.R. Landrum & S.S. Landrum 8160 (MO) ribulose-1,5-bisphosphate carboxylase/oxygenase l",1438,True,3,False,1398,1,20,0,0,False,True
AF121363,Magnoliids,"Dryadodaphne sp. Gray 4853 voucher B. Gray 4853 (LTB) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbc",1437,True,3,False,1347,0,19,0,0,False,True
AF121366,Magnoliids,"Nemuaron vieillardii voucher H.S. McKee 12800 (K) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) g",1424,True,1,False,1401,2,1,0,0,False,True
AF121362,Magnoliids,"Atherosperma moschatum voucher Yin-Long Qiu 92007 (NCU) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (r",1442,True,2,False,1401,2,42,0,0,False,True
MT782302,Magnoliids,"Goniothalamus sp. HTHP-2020 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chlo",1425,True,2,False,1422,0,40,0,0,False,True
JQ690407,Magnoliids,"Bocageopsis canescens ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplas",1406,True,3,False,0,2,17,-1,-1,False,False
AB205611,Magnoliids,"Saururus chinensis chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205610,Magnoliids,"Houttuynia cordata chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205609,Magnoliids,"Asarum yakusimense chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205608,Magnoliids,"Asarum caudigerum chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205607,Magnoliids,"Saruma henryi chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205606,Magnoliids,"Thottea tomentosa chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205605,Magnoliids,"Thottea macrantha chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205604,Magnoliids,"Thottea borneensis chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205603,Magnoliids,"Aristolochia triactina chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205602,Magnoliids,"Aristolochia promissa chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205601,Magnoliids,"Aristolochia praevenosa chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205600,Magnoliids,"Aristolochia reniformis chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205599,Magnoliids,"Aristolochia zollingeriana chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205598,Magnoliids,"Aristolochia tomentosa chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205597,Magnoliids,"Aristolochia serpentaria chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205596,Magnoliids,"Aristolochia pentandra chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1425,True,1,False,1398,0,1,0,0,False,True
AB205595,Magnoliids,"Aristolochia micrantha chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1425,True,1,False,1398,0,1,0,0,False,True
AB205594,Magnoliids,"Aristolochia maxima chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205593,Magnoliids,"Aristolochia kaempferi chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205592,Magnoliids,"Aristolochia grandiflora chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205591,Magnoliids,"Aristolochia gigantea chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205590,Magnoliids,"Aristolochia eriantha chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205589,Magnoliids,"Aristolochia convolvulacea chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205588,Magnoliids,"Aristolochia clematitis chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205587,Magnoliids,"Aristolochia burelae chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1425,True,1,False,1398,0,1,0,0,False,True
AB205586,Magnoliids,"Aristolochia arborea chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
AB205585,Magnoliids,"Aristolochia albida chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds",1417,True,1,False,1398,1,1,0,0,False,True
EF591364,Magnoliids,"Piper sarmentosum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1408,True,1,False,1407,1,0,0,0,False,True
EF591362,Magnoliids,"Piper hainanense ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1408,True,1,False,1407,1,0,0,0,False,True
EF591358,Magnoliids,"Piper hancei ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1404,True,1,False,1404,0,0,0,0,True,True
EF591357,Magnoliids,"Piper hancei ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1408,True,1,False,1407,1,0,0,0,False,True
EF591356,Magnoliids,"Piper hancei ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",1428,True,1,False,1428,0,0,0,0,True,True
EF591355,Magnoliids,"Piper hancei ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",1428,True,1,False,1428,0,0,0,0,True,True
JF966638,Magnoliids,"Persea tolimanensis isolate Mv1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds;",1481,True,1,False,1428,2,2,0,0,False,True
JF966637,Magnoliids,"Persea nubigena isolate CH-G-76 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds;",1481,True,1,False,1428,2,2,0,0,False,True
JF966636,Magnoliids,"Persea chamissonis isolate C1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; a",1481,True,1,False,1428,2,2,0,0,False,True
