acc,taxid,slen,organelle_class
NC_060463.1,2267401,153335,photosynthetic plastid
NC_060464.1,3421377,16633,mitochondrion
NC_060465.1,1603858,16870,mitochondrion
NC_060466.1,180448,16831,mitochondrion
NC_060467.1,107377,16919,mitochondrion
NC_060468.1,103477,16425,mitochondrion
NC_060469.1,122816,153052,photosynthetic plastid
NC_060470.1,215693,152518,photosynthetic plastid
NC_060471.1,112523,155463,photosynthetic plastid
NC_060472.1,100514,157119,photosynthetic plastid
NC_060473.1,316358,16519,mitochondrion
NC_060474.1,174190,163149,photosynthetic plastid
NC_060475.1,227243,165906,photosynthetic plastid
NC_060476.1,1214907,158924,photosynthetic plastid
NC_060477.1,71324,153079,photosynthetic plastid
NC_060478.1,359823,154427,photosynthetic plastid
NC_060479.1,883001,152986,photosynthetic plastid
NC_060480.1,883000,153933,photosynthetic plastid
NC_060481.1,2864041,153481,photosynthetic plastid
NC_060482.1,255491,13891,mitochondrion
NC_060483.1,317556,13915,mitochondrion
NC_060484.1,1183240,13845,mitochondrion
NC_060485.1,182670,16519,mitochondrion
NC_060486.1,888042,15066,mitochondrion
NC_060487.1,1239050,14834,mitochondrion
NC_060488.1,1405561,15170,mitochondrion
NC_060489.1,3621,161723,photosynthetic plastid
NC_060490.1,551137,157916,photosynthetic plastid
NC_060491.1,551137,484858,mitochondrion
NC_060492.1,89479,137514,photosynthetic plastid
NC_060493.1,524983,160961,photosynthetic plastid
NC_060494.1,749565,16570,mitochondrion
NC_060496.1,152891,127413,photosynthetic plastid
NC_060497.1,256349,129103,photosynthetic plastid
NC_060498.1,1902268,134734,photosynthetic plastid
NC_060499.1,203638,152443,photosynthetic plastid
NC_060500.1,425032,16291,mitochondrion
NC_060501.1,3704,155135,photosynthetic plastid
NC_060507.1,318063,153103,photosynthetic plastid
NC_060508.1,74722,30745,mitochondrion
NC_060509.1,388913,31375,mitochondrion
NC_060510.1,80383,28743,mitochondrion
NC_060511.1,110576,30041,mitochondrion
NC_060512.1,92035,15336,mitochondrion
NC_060513.1,57926,155659,photosynthetic plastid
NC_060514.1,642461,150107,photosynthetic plastid
NC_060515.1,160527,148328,photosynthetic plastid
NC_060516.1,160525,152665,photosynthetic plastid
NC_060517.1,160540,156276,photosynthetic plastid
NC_060518.1,38177,155379,photosynthetic plastid
NC_060519.1,160539,157740,photosynthetic plastid
NC_060520.1,8945,18170,mitochondrion
NC_060521.1,197796,164993,photosynthetic plastid
NC_060522.1,296035,157673,photosynthetic plastid
NC_060523.1,231659,159648,photosynthetic plastid
NC_060524.1,230837,159624,photosynthetic plastid
NC_060525.1,179762,134859,photosynthetic plastid
NC_060526.1,78735,133425,photosynthetic plastid
NC_060527.1,179764,134785,photosynthetic plastid
NC_060528.1,1902265,134569,photosynthetic plastid
NC_060529.1,179760,134013,photosynthetic plastid
NC_060530.1,177028,134625,photosynthetic plastid
NC_060531.1,173371,314936,photosynthetic plastid
NC_060532.1,3063876,282795,photosynthetic plastid
NC_060533.1,173370,266729,photosynthetic plastid
NC_060534.1,1985640,371192,photosynthetic plastid
NC_060535.1,2893296,15366,mitochondrion
NC_060536.1,714469,161671,photosynthetic plastid
NC_060537.1,126241,15478,mitochondrion
NC_060538.1,70395,15177,mitochondrion
NC_060539.1,551854,15051,mitochondrion
NC_060540.1,551855,14870,mitochondrion
NC_060541.1,1824961,16351,mitochondrion
NC_060542.1,2907390,160441,photosynthetic plastid
NC_060543.1,246441,15147,mitochondrion
NC_060544.1,2907788,15334,mitochondrion
NC_060545.1,167764,158326,photosynthetic plastid
NC_060546.1,212397,104716,mitochondrion
NC_060547.1,2898755,151739,photosynthetic plastid
NC_060548.1,82334,152024,photosynthetic plastid
NC_060549.1,859525,152652,photosynthetic plastid
NC_060550.1,82316,152126,photosynthetic plastid
NC_060551.1,859542,152597,photosynthetic plastid
NC_060552.1,553057,129658,photosynthetic plastid
NC_060553.1,1819745,15217,mitochondrion
NC_060554.1,2884362,19437,mitochondrion
NC_060555.1,2907795,17172,mitochondrion
NC_060556.1,2907793,17212,mitochondrion
NC_060557.1,2907794,17206,mitochondrion
NC_060558.1,2896526,157603,photosynthetic plastid
NC_060559.1,1623376,156983,photosynthetic plastid
NC_060560.1,1043521,147087,photosynthetic plastid
NC_060561.1,2039365,20840,mitochondrion
NC_060562.1,2715869,169885,photosynthetic plastid
NC_060563.1,2909407,16538,mitochondrion
NC_060564.1,2831535,17319,mitochondrion
NC_060569.1,875393,15224,mitochondrion
NC_060570.1,2910267,30721,mitochondrion
NC_060571.1,2593397,149784,photosynthetic plastid
NC_060572.1,1286646,149940,photosynthetic plastid
NC_060573.1,1476991,155812,photosynthetic plastid
NC_060574.1,2259616,156340,photosynthetic plastid
NC_060575.1,2315736,155811,photosynthetic plastid
NC_060576.1,1097187,155716,photosynthetic plastid
NC_060578.1,2315738,156616,photosynthetic plastid
NC_060579.1,2315742,152099,photosynthetic plastid
NC_060580.1,2910305,150035,photosynthetic plastid
NC_060581.1,2315733,155523,photosynthetic plastid
NC_060582.1,2315734,153464,photosynthetic plastid
NC_060583.1,2315743,156578,photosynthetic plastid
NC_060584.1,1812289,16581,mitochondrion
NC_060585.1,2881376,154731,photosynthetic plastid
NC_060586.1,1268355,15893,mitochondrion
NC_060587.1,2904616,158658,photosynthetic plastid
NC_060588.1,8230,16502,mitochondrion
NC_060589.1,120913,16342,mitochondrion
NC_060590.1,85128,16327,mitochondrion
NC_060591.1,40353,16365,mitochondrion
NC_060592.1,64175,16389,mitochondrion
NC_060593.1,1830228,15746,mitochondrion
NC_060594.1,1973584,15402,mitochondrion
NC_060595.1,2516972,15958,mitochondrion
NC_060596.1,1868688,15297,mitochondrion
NC_060597.1,1868693,15287,mitochondrion
NC_060598.1,2184480,156761,photosynthetic plastid
NC_060599.1,2184481,156278,photosynthetic plastid
NC_060600.1,230060,157308,photosynthetic plastid
NC_060601.1,41109,22714,mitochondrion
NC_060602.1,2897803,16195,mitochondrion
NC_060603.1,3701819,18861,mitochondrion
NC_060604.1,615681,15487,mitochondrion
NC_060605.1,1442784,151707,photosynthetic plastid
NC_060606.1,2894601,19054,mitochondrion
NC_060607.1,174648,153673,photosynthetic plastid
NC_060609.1,29625,147014,photosynthetic plastid
NC_060610.1,103582,16374,mitochondrion
NC_060611.1,103589,16384,mitochondrion
NC_060612.1,103590,16386,mitochondrion
NC_060613.1,1497439,156139,photosynthetic plastid
NC_060614.1,1330311,146668,photosynthetic plastid
NC_060615.1,75094,156217,photosynthetic plastid
NC_060616.1,190232,155546,photosynthetic plastid
NC_060617.1,176136,155906,photosynthetic plastid
NC_060618.1,411215,156217,photosynthetic plastid
NC_060619.1,13225,16396,mitochondrion
NC_060620.1,156090,15444,mitochondrion
NC_060621.1,600358,15913,mitochondrion
NC_060622.1,1601812,14979,mitochondrion
NC_060623.1,1749355,14946,mitochondrion
NC_060624.1,1891807,15195,mitochondrion
NC_060625.1,2908836,17263,mitochondrion
NC_060626.1,8919,16791,mitochondrion
NC_060627.1,279936,16642,mitochondrion
NC_060628.1,670341,16765,mitochondrion
NC_060629.1,142721,159307,photosynthetic plastid
NC_060630.1,980385,16524,mitochondrion
NC_060631.1,1070701,16592,mitochondrion
NC_060632.1,2901280,14988,mitochondrion
NC_060633.1,1527830,151314,photosynthetic plastid
NC_060634.1,468846,151487,photosynthetic plastid
NC_060635.1,1527831,198476,mitochondrion
NC_060636.1,183268,160530,photosynthetic plastid
NC_060637.1,2039370,18743,mitochondrion
NC_060638.1,224124,15298,mitochondrion
NC_060639.1,658031,14910,mitochondrion
NC_060640.1,1257098,14789,mitochondrion
NC_060641.1,869069,15137,mitochondrion
NC_060642.1,7183,15307,mitochondrion
NC_060643.1,158441,15177,mitochondrion
NC_060644.1,208695,139063,photosynthetic plastid
NC_060645.1,123417,157263,photosynthetic plastid
NC_060646.1,75079,156253,photosynthetic plastid
NC_060647.1,81629,17628,mitochondrion
NC_060648.1,351200,18482,mitochondrion
NC_060649.1,371028,160585,photosynthetic plastid
NC_060650.1,53076,156118,photosynthetic plastid
NC_060651.1,119264,152775,photosynthetic plastid
NC_060653.1,344448,156520,photosynthetic plastid
NC_060654.1,171221,156645,photosynthetic plastid
NC_060656.1,1333928,162056,photosynthetic plastid
NC_060657.1,260143,159109,photosynthetic plastid
NC_060658.1,384838,16162,mitochondrion
NC_060659.1,141464,17432,mitochondrion
NC_060660.1,180519,16599,mitochondrion
NC_060661.1,139772,164018,photosynthetic plastid
NC_060662.1,708432,156576,photosynthetic plastid
NC_060663.1,2906516,156626,photosynthetic plastid
NC_060665.1,1126696,15643,mitochondrion
NC_060666.1,1078805,15266,mitochondrion
NC_060667.1,1750717,15603,mitochondrion
NC_060668.1,1752756,152437,photosynthetic plastid
NC_060670.1,120713,149489,photosynthetic plastid
NC_060671.1,2908267,15774,mitochondrion
NC_060672.1,419113,160929,photosynthetic plastid
NC_060674.1,202997,151250,photosynthetic plastid
NC_060675.1,1442766,151307,photosynthetic plastid
NC_060676.1,1442772,151739,photosynthetic plastid
NC_060677.1,203005,150879,photosynthetic plastid
NC_060678.1,1442774,151577,photosynthetic plastid
NC_060679.1,203009,151310,photosynthetic plastid
NC_060680.1,487764,150773,photosynthetic plastid
NC_060681.1,203017,151349,photosynthetic plastid
NC_060682.1,1442783,151380,photosynthetic plastid
NC_060683.1,203018,151358,photosynthetic plastid
NC_060684.1,194561,154689,photosynthetic plastid
NC_060685.1,1392590,183616,photosynthetic plastid
NC_060686.1,334904,16566,mitochondrion
NC_060687.1,195136,150191,photosynthetic plastid
NC_060688.1,216538,151443,photosynthetic plastid
NC_060689.1,626671,132359,photosynthetic plastid
NC_060690.1,109014,15295,mitochondrion
NC_060691.1,2866977,15293,mitochondrion
NC_060692.1,2866980,15340,mitochondrion
NC_060693.1,2866982,15348,mitochondrion
NC_060694.1,109008,15296,mitochondrion
NC_060695.1,2866978,15340,mitochondrion
NC_060696.1,227242,164520,photosynthetic plastid
NC_060697.1,225400,16771,mitochondrion
NC_060698.1,1616352,147442,photosynthetic plastid
NC_060699.1,648851,157181,photosynthetic plastid
NC_060700.1,306286,152691,photosynthetic plastid
NC_060701.1,1185431,151953,photosynthetic plastid
NC_060702.1,2884236,156548,photosynthetic plastid
NC_060703.1,2878544,156746,photosynthetic plastid
NC_060704.1,128207,138947,photosynthetic plastid
NC_060705.1,2875780,140417,photosynthetic plastid
NC_060706.1,648860,156766,photosynthetic plastid
NC_060707.1,1200277,156999,photosynthetic plastid
NC_060708.1,141832,13772,mitochondrion
NC_060709.1,72065,16400,mitochondrion
NC_060710.1,72085,16405,mitochondrion
NC_060711.1,394707,16401,mitochondrion
NC_060712.1,55869,16753,mitochondrion
NC_060713.1,516982,17434,mitochondrion
NC_060714.1,1679393,155775,photosynthetic plastid
NC_060715.1,51089,155868,photosynthetic plastid
NC_060716.1,389498,155919,photosynthetic plastid
NC_060717.1,1195089,14960,mitochondrion
NC_060718.1,2853723,15578,mitochondrion
NC_060719.1,2913482,15579,mitochondrion
NC_060720.1,2853725,15574,mitochondrion
NC_060721.1,2853721,15334,mitochondrion
NC_060723.1,238840,17142,mitochondrion
NC_060724.1,86757,160008,photosynthetic plastid
NC_060725.1,1200842,160142,photosynthetic plastid
NC_060726.1,2913602,15413,mitochondrion
NC_060727.1,348285,138725,photosynthetic plastid
NC_060728.1,121766,137947,photosynthetic plastid
NC_060729.1,59172,159266,photosynthetic plastid
NC_060730.1,1708998,16411,mitochondrion
NC_060732.1,75703,156892,photosynthetic plastid
NC_060733.1,714473,156036,photosynthetic plastid
NC_060734.1,265705,162270,photosynthetic plastid
NC_060735.1,2913610,16580,mitochondrion
NC_060736.1,60809,16163,mitochondrion
NC_060737.1,2909343,16595,mitochondrion
NC_060738.1,2736147,14766,mitochondrion
NC_060739.1,1248147,16348,mitochondrion
NC_060740.1,1047103,15247,mitochondrion
NC_060741.1,2777744,15172,mitochondrion
NC_060742.1,1248158,15188,mitochondrion
NC_060743.1,2913656,16218,mitochondrion
NC_060744.1,2885775,14755,mitochondrion
NC_060745.1,1464907,15829,mitochondrion
NC_060746.1,2913657,15325,mitochondrion
NC_060747.1,117539,14685,mitochondrion
NC_060748.1,195204,13875,mitochondrion
NC_060749.1,496690,155656,photosynthetic plastid
NC_060750.1,2666235,146806,photosynthetic plastid
NC_060751.1,584745,155592,photosynthetic plastid
NC_060752.1,584763,156405,photosynthetic plastid
NC_060753.1,948492,146815,photosynthetic plastid
NC_060754.1,584762,157196,photosynthetic plastid
NC_060756.1,2597139,156476,photosynthetic plastid
NC_060757.1,584734,146554,photosynthetic plastid
NC_060758.1,1932030,18862,mitochondrion
NC_060759.1,2069577,15891,mitochondrion
NC_060760.1,197574,16604,mitochondrion
NC_060761.1,1811512,16641,mitochondrion
NC_060762.1,28584,16392,mitochondrion
NC_060763.1,199644,163540,photosynthetic plastid
NC_060764.1,110731,163301,photosynthetic plastid
NC_060765.1,110733,162878,photosynthetic plastid
NC_060766.1,1735272,15176,mitochondrion
NC_060767.1,708428,17240,mitochondrion
NC_060768.1,2908340,15627,mitochondrion
NC_060769.1,2781717,15130,mitochondrion
NC_060770.1,2914182,15486,mitochondrion
NC_060771.1,2914186,16011,mitochondrion
NC_060772.1,317764,15078,mitochondrion
NC_060773.1,2914181,15754,mitochondrion
NC_060774.1,2897054,14905,mitochondrion
NC_060775.1,268493,157231,photosynthetic plastid
NC_060776.1,657399,156752,photosynthetic plastid
NC_060777.1,452971,156983,photosynthetic plastid
NC_060778.1,460809,156999,photosynthetic plastid
NC_060781.1,1380992,18264,mitochondrion
NC_060782.1,1037478,153811,photosynthetic plastid
NC_060783.1,324807,152032,photosynthetic plastid
NC_060784.1,1037472,153152,photosynthetic plastid
NC_060785.1,1043515,152049,photosynthetic plastid
NC_060786.1,2613358,153203,photosynthetic plastid
NC_060787.1,2847854,162848,photosynthetic plastid
NC_060788.1,136204,152317,photosynthetic plastid
NC_060789.1,81913,120975,photosynthetic plastid
NC_060790.1,1053343,163228,photosynthetic plastid
NC_060791.1,941697,150706,photosynthetic plastid
NC_060792.1,1603722,150333,photosynthetic plastid
NC_060793.1,1580173,155308,photosynthetic plastid
NC_060794.1,2814718,16906,mitochondrion
NC_060795.1,55810,13767,mitochondrion
NC_060796.1,157968,13690,mitochondrion
NC_060797.1,191775,13715,mitochondrion
NC_060798.1,157967,13734,mitochondrion
NC_060799.1,47141,123013,photosynthetic plastid
NC_060800.1,367341,158270,photosynthetic plastid
NC_060801.1,421875,167026,photosynthetic plastid
NC_060802.1,214969,18363,mitochondrion
NC_060803.1,136204,279265,mitochondrion
NC_060804.1,81913,813731,mitochondrion
NC_060805.1,329225,160558,photosynthetic plastid
NC_060806.1,390042,16153,mitochondrion
NC_060807.1,1308480,16121,mitochondrion
NC_060808.1,130630,15457,mitochondrion
NC_060809.1,130627,16016,mitochondrion
NC_060810.1,185975,131179,photosynthetic plastid
NC_060811.1,47096,130116,photosynthetic plastid
NC_060812.1,516079,130347,photosynthetic plastid
NC_060813.1,2489263,150080,photosynthetic plastid
NC_060814.1,998671,15783,mitochondrion
NC_060815.1,2665145,15301,mitochondrion
NC_060816.1,115833,16295,mitochondrion
NC_060817.1,1663117,15376,mitochondrion
NC_060818.1,2913263,15266,mitochondrion
NC_060819.1,1908728,15429,mitochondrion
NC_060820.1,2866486,15232,mitochondrion
NC_060821.1,2866488,15378,mitochondrion
NC_060822.1,929994,15359,mitochondrion
NC_060823.1,1328962,15294,mitochondrion
NC_060824.1,2913264,15559,mitochondrion
NC_060825.1,1221223,16583,mitochondrion
NC_060826.1,256494,151099,photosynthetic plastid
NC_060827.1,43199,154086,photosynthetic plastid
NC_060828.1,43200,153119,photosynthetic plastid
NC_060829.1,329675,171156,photosynthetic plastid
NC_060830.1,451702,159402,photosynthetic plastid
NC_060831.1,64118,159444,photosynthetic plastid
NC_060832.1,2913439,159414,photosynthetic plastid
NC_060833.1,2782346,155774,photosynthetic plastid
NC_060834.1,1195740,155696,photosynthetic plastid
NC_060835.1,1195737,155682,photosynthetic plastid
NC_060836.1,2913440,155770,photosynthetic plastid
NC_060837.1,13393,167946,photosynthetic plastid
NC_060838.1,96551,16868,mitochondrion
NC_060839.1,85120,15974,mitochondrion
NC_060840.1,1133296,147426,photosynthetic plastid
NC_060841.1,312531,146930,photosynthetic plastid
NC_060842.1,653922,15668,mitochondrion
NC_060843.1,1529418,15917,mitochondrion
NC_060844.1,602661,18607,mitochondrion
NC_060845.1,433935,161575,photosynthetic plastid
NC_060846.1,432994,188029,photosynthetic plastid
NC_060847.1,1798021,159968,photosynthetic plastid
NC_060848.1,307947,16587,mitochondrion
NC_060849.1,230148,17860,mitochondrion
NC_060850.1,57835,16569,mitochondrion
NC_060851.1,9182,16934,mitochondrion
NC_060852.1,48150,16936,mitochondrion
NC_060853.1,1143222,159797,photosynthetic plastid
NC_060854.1,690326,159855,photosynthetic plastid
NC_060855.1,690337,159614,photosynthetic plastid
NC_060856.1,2828844,159595,photosynthetic plastid
NC_060857.1,426664,124165,photosynthetic plastid
NC_060858.1,186022,140121,photosynthetic plastid
NC_060859.1,33649,131583,photosynthetic plastid
NC_060860.1,75046,16504,mitochondrion
NC_060861.1,1938282,157778,photosynthetic plastid
NC_060862.1,2880154,197317,photosynthetic plastid
NC_060863.1,580365,155383,photosynthetic plastid
NC_060864.1,558121,155112,photosynthetic plastid
NC_060865.1,580366,155264,photosynthetic plastid
NC_060866.1,1439934,156837,photosynthetic plastid
NC_060867.1,2250550,15114,mitochondrion
NC_060868.1,1591229,15305,mitochondrion
NC_060869.1,2739011,15982,mitochondrion
NC_060870.1,862699,16738,mitochondrion
NC_060871.1,335530,15618,mitochondrion
NC_060872.1,606501,17197,mitochondrion
NC_060873.1,609888,17432,mitochondrion
NC_060874.1,2874582,15565,mitochondrion
NC_060875.1,1792298,144528,photosynthetic plastid
NC_060876.1,13011,156129,photosynthetic plastid
NC_060980.1,2914790,15527,mitochondrion
NC_060981.1,2914707,19029,mitochondrion
NC_060982.1,174164,157213,photosynthetic plastid
NC_060983.1,387276,159497,photosynthetic plastid
NC_060984.1,46980,159805,photosynthetic plastid
NC_060985.1,407842,161075,photosynthetic plastid
NC_060986.1,168011,160635,photosynthetic plastid
NC_060987.1,168012,161005,photosynthetic plastid
NC_060988.1,2914219,13971,mitochondrion
NC_060989.1,889126,15358,mitochondrion
NC_060990.1,2762383,728635,mitochondrion
NC_060991.1,228517,157186,photosynthetic plastid
NC_060992.1,88110,17963,mitochondrion
NC_060993.1,62965,18348,mitochondrion
NC_060994.1,2712842,157446,photosynthetic plastid
NC_060995.1,67248,103937,mitochondrion
NC_060996.1,55442,158187,photosynthetic plastid
NC_060998.1,2035401,156816,photosynthetic plastid
NC_061001.1,1046420,156945,photosynthetic plastid
NC_061002.1,1046409,157896,photosynthetic plastid
NC_061003.1,2675546,157457,photosynthetic plastid
NC_061004.1,2498163,157362,photosynthetic plastid
NC_061005.1,2865628,157824,photosynthetic plastid
NC_061006.1,1530334,158940,photosynthetic plastid
NC_061007.1,516017,152730,photosynthetic plastid
NC_061008.1,48932,127186,photosynthetic plastid
NC_061009.1,2915188,151883,photosynthetic plastid
NC_061010.1,658098,155817,photosynthetic plastid
NC_061011.1,2764635,160993,photosynthetic plastid
NC_061012.1,2915643,160837,photosynthetic plastid
NC_061013.1,2915633,160748,photosynthetic plastid
NC_061016.1,1045339,160773,photosynthetic plastid
NC_061017.1,658104,156149,photosynthetic plastid
NC_061018.1,658106,156051,photosynthetic plastid
NC_061019.1,858952,161144,photosynthetic plastid
NC_061020.1,1045338,159496,photosynthetic plastid
NC_061021.1,2054448,160235,photosynthetic plastid
NC_061023.1,2856452,161129,photosynthetic plastid
NC_061024.1,63673,17299,mitochondrion
NC_061025.1,160371,152704,photosynthetic plastid
NC_061026.1,2915642,160771,photosynthetic plastid
NC_061027.1,224566,17166,mitochondrion
NC_061028.1,324804,153846,photosynthetic plastid
NC_061029.1,1029760,16343,mitochondrion
NC_061030.1,392302,16609,mitochondrion
NC_061031.1,3357617,16572,mitochondrion
NC_061032.1,653684,16055,mitochondrion
NC_061033.1,2905905,15890,mitochondrion
NC_061034.1,2905904,14832,mitochondrion
NC_061035.1,2904486,15885,mitochondrion
NC_061036.1,2884268,15309,mitochondrion
NC_061037.1,84547,16422,mitochondrion
NC_061038.1,1806195,162322,photosynthetic plastid
NC_061039.1,167390,160624,photosynthetic plastid
NC_061040.1,1676248,139726,photosynthetic plastid
NC_061041.1,1399684,150263,photosynthetic plastid
NC_061042.1,108594,154293,photosynthetic plastid
NC_061043.1,496689,146350,photosynthetic plastid
NC_061044.1,241329,18577,mitochondrion
NC_061045.1,241270,17407,mitochondrion
NC_061046.1,908985,140703,photosynthetic plastid
NC_061047.1,1881117,166822,photosynthetic plastid
NC_061048.1,515483,186015,photosynthetic plastid
NC_061049.1,3003,119449,photosynthetic plastid
NC_061050.1,1497993,134991,photosynthetic plastid
NC_061051.1,147928,156621,photosynthetic plastid
NC_061052.1,7009,15610,mitochondrion
NC_061053.1,274613,15608,mitochondrion
NC_061054.1,707711,15872,mitochondrion
NC_061055.1,59297,153059,photosynthetic plastid
NC_061056.1,61141,162460,photosynthetic plastid
NC_061058.1,2586298,15487,mitochondrion
NC_061059.1,1481763,15544,mitochondrion
NC_061171.1,2875816,150736,photosynthetic plastid
NC_061172.1,940481,17050,mitochondrion
NC_061173.1,28514,150808,photosynthetic plastid
NC_061174.1,3765,156575,photosynthetic plastid
NC_061175.1,3795,155469,photosynthetic plastid
NC_061176.1,137689,128371,photosynthetic plastid
NC_061177.1,28995,70671,mitochondrion
NC_061178.1,403832,127103,photosynthetic plastid
NC_061179.1,72385,165690,photosynthetic plastid
NC_061180.1,1261038,16049,mitochondrion
NC_061181.1,2690021,15966,mitochondrion
NC_061182.1,583507,15767,mitochondrion
NC_061183.1,1799701,152162,photosynthetic plastid
NC_061184.1,2591603,149945,photosynthetic plastid
NC_061185.1,2591604,150105,photosynthetic plastid
NC_061186.1,443869,150482,photosynthetic plastid
NC_061187.1,663348,152470,photosynthetic plastid
NC_061188.1,2916729,149261,photosynthetic plastid
NC_061189.1,1080101,150145,photosynthetic plastid
NC_061190.1,2591602,149859,photosynthetic plastid
NC_061191.1,570847,152111,photosynthetic plastid
NC_061192.1,443873,151866,photosynthetic plastid
NC_061193.1,116851,17328,mitochondrion
NC_061194.1,2173066,152051,photosynthetic plastid
NC_061195.1,2873934,17116,mitochondrion
NC_061196.1,2875974,16175,mitochondrion
NC_061197.1,361423,161760,photosynthetic plastid
NC_061199.1,669839,162331,photosynthetic plastid
NC_061200.1,1407756,161792,photosynthetic plastid
NC_061202.1,1407759,162191,photosynthetic plastid
NC_061203.1,1407760,162053,photosynthetic plastid
NC_061204.1,2854038,13730,mitochondrion
NC_061205.1,2854041,14148,mitochondrion
NC_061206.1,2854037,13361,mitochondrion
NC_061207.1,2854040,13776,mitochondrion
NC_061208.1,2291116,159438,photosynthetic plastid
NC_061210.1,2306573,14411,mitochondrion
NC_061211.1,452742,18654,mitochondrion
NC_061212.1,2813861,16568,mitochondrion
NC_061213.1,205582,155771,photosynthetic plastid
NC_061214.1,2875946,149971,photosynthetic plastid
NC_061215.1,1200272,156538,photosynthetic plastid
NC_061216.1,2907322,18149,mitochondrion
NC_061217.1,34621,14837,mitochondrion
NC_061218.1,3806,156099,photosynthetic plastid
NC_061219.1,215256,117651,photosynthetic plastid
NC_061220.1,2917254,15403,mitochondrion
NC_061221.1,62340,159698,photosynthetic plastid
NC_061222.1,55464,153881,photosynthetic plastid
NC_061223.1,62342,153373,photosynthetic plastid
NC_061224.1,2884936,158066,photosynthetic plastid
NC_061225.1,59645,14475,mitochondrion
NC_061226.1,59647,14540,mitochondrion
NC_061227.1,264982,162900,photosynthetic plastid
NC_061228.1,225396,15933,mitochondrion
NC_061229.1,342065,151392,photosynthetic plastid
NC_061230.1,424425,151378,photosynthetic plastid
NC_061231.1,2203036,15064,mitochondrion
NC_061232.1,1430671,15723,mitochondrion
NC_061233.1,1430598,15250,mitochondrion
NC_061234.1,1502316,15582,mitochondrion
NC_061235.1,1502336,15559,mitochondrion
NC_061236.1,2039395,15615,mitochondrion
NC_061237.1,2249669,15487,mitochondrion
NC_061238.1,1430715,15545,mitochondrion
NC_061239.1,1430596,15340,mitochondrion
NC_061240.1,2916994,15328,mitochondrion
NC_061241.1,1973536,15239,mitochondrion
NC_061242.1,357119,15422,mitochondrion
NC_061243.1,1310320,15214,mitochondrion
NC_061244.1,2918056,15239,mitochondrion
NC_061245.1,2918055,15264,mitochondrion
NC_061246.1,1418720,15268,mitochondrion
NC_061247.1,1310357,15403,mitochondrion
NC_061248.1,1418655,15262,mitochondrion
NC_061249.1,86773,159327,photosynthetic plastid
NC_061250.1,2269077,13644,mitochondrion
NC_061251.1,544729,196249,photosynthetic plastid
NC_061252.1,140872,192804,photosynthetic plastid
NC_061253.1,100296,180617,photosynthetic plastid
NC_061254.1,234725,196866,photosynthetic plastid
NC_061255.1,2666210,181388,photosynthetic plastid
NC_061256.1,1650713,154866,photosynthetic plastid
NC_061257.1,1650721,155108,photosynthetic plastid
NC_061258.1,2917548,134610,photosynthetic plastid
NC_061259.1,54969,15896,mitochondrion
NC_061260.1,135881,16600,mitochondrion
NC_061261.1,124412,15283,mitochondrion
NC_061262.1,76837,16817,mitochondrion
NC_061263.1,136998,156661,photosynthetic plastid
NC_061265.1,57935,157258,photosynthetic plastid
NC_061266.1,74646,156575,photosynthetic plastid
NC_061267.1,119236,156544,photosynthetic plastid
NC_061268.1,127554,157367,photosynthetic plastid
NC_061269.1,74631,157226,photosynthetic plastid
NC_061271.1,74632,156599,photosynthetic plastid
NC_061272.1,74628,156807,photosynthetic plastid
NC_061273.1,124278,18726,mitochondrion
NC_061274.1,51768,19133,mitochondrion
NC_061275.1,86530,18869,mitochondrion
NC_061276.1,124283,18723,mitochondrion
NC_061277.1,86550,19424,mitochondrion
NC_061278.1,204389,18733,mitochondrion
NC_061279.1,204331,18730,mitochondrion
NC_061280.1,204335,18681,mitochondrion
NC_061281.1,205097,18508,mitochondrion
NC_061282.1,51815,18743,mitochondrion
NC_061283.1,86518,19434,mitochondrion
NC_061284.1,86527,18940,mitochondrion
NC_061285.1,63678,154196,photosynthetic plastid
NC_061286.1,203570,154238,photosynthetic plastid
NC_061287.1,97872,154334,photosynthetic plastid
NC_061288.1,225681,154433,photosynthetic plastid
NC_061289.1,97860,154988,photosynthetic plastid
NC_061290.1,59289,155112,photosynthetic plastid
NC_061291.1,81991,155553,photosynthetic plastid
NC_061292.1,84533,155028,photosynthetic plastid
NC_061293.1,1173714,67340,mitochondrion
NC_061294.1,237845,163365,photosynthetic plastid
NC_061297.1,180271,15220,mitochondrion
NC_061299.1,198286,225293,photosynthetic plastid
NC_061300.1,418163,181332,photosynthetic plastid
NC_061301.1,357897,136765,photosynthetic plastid
NC_061302.1,421870,187808,photosynthetic plastid
NC_061303.1,1249729,186261,photosynthetic plastid
NC_061304.1,584531,150725,photosynthetic plastid
NC_061305.1,388572,176422,photosynthetic plastid
NC_061306.1,1274368,150907,photosynthetic plastid
NC_061307.1,223656,166996,photosynthetic plastid
NC_061308.1,223661,165376,photosynthetic plastid
NC_061309.1,511724,158314,photosynthetic plastid
NC_061310.1,223667,147665,photosynthetic plastid
NC_061311.1,932103,167503,photosynthetic plastid
NC_061312.1,1234203,186158,photosynthetic plastid
NC_061313.1,75427,159972,photosynthetic plastid
NC_061314.1,388579,167316,photosynthetic plastid
NC_061315.1,133196,161280,photosynthetic plastid
NC_061316.1,293998,157854,photosynthetic plastid
NC_061317.1,114207,126519,photosynthetic plastid
NC_061318.1,227576,15640,mitochondrion
NC_061319.1,39552,157579,photosynthetic plastid
