acc,taxid,title,slen
NC_057238.1,168488,"Buddleja alternifolia chloroplast, complete genome",154280
NC_057239.1,2800990,"Coreoleuciscus aeruginos voucher SUC-1290 mitochondrion, complete genome",16563
NC_057240.1,173874,"Cyclosorus interruptus chloroplast, complete genome",155983
NC_057241.1,241303,"Hemigymnus melapterus mitochondrion, complete genome",16527
NC_057242.1,109408,"Liolaemus darwinii voucher JJV 28 mitochondrion, complete genome",16974
NC_057243.1,2778961,"Liolaemus millcayac voucher CSA 2195 mitochondrion, complete genome",16945
NC_057244.1,2807675,"Liolaemus parthenos voucher CSA 2067 mitochondrion, complete genome",16838
NC_057245.1,45839,"Solanum rostratum chloroplast, complete genome",155559
NC_057246.1,528268,"Ligustrum quihoui chloroplast, complete genome",163575
NC_057247.1,175949,"Mycerobas carnipes mitochondrion, complete genome",16806
NC_057248.1,2559504,"Quercus chungii chloroplast, complete genome",160731
NC_057249.1,934886,"Pasiphila chloerata mitochondrion, complete genome",15602
NC_057250.1,411525,"Turdus ruficollis mitochondrion, complete genome",16737
NC_057251.1,72408,"Anopheles sacharovi isolate AnsacTRKys1 mitochondrion, complete genome",15456
NC_057252.1,1978376,"Fieberiella septentrionalis mitochondrion, complete genome",16175
NC_057253.1,55444,"Stuckenia pectinata chloroplast, complete genome",156669
NC_057255.1,1052904,"Scutellaria amoena chloroplast, complete genome",151569
NC_057256.1,365581,"Pangasius sanitwongsei mitochondrion, complete genome",16536
NC_057257.1,374970,"Dioscorea persimilis strain DPCHR4501 isolate GX chloroplast, complete genome",153221
NC_057258.1,313552,"Tugarinovia mongolica chloroplast, complete genome",153475
NC_057259.1,1453301,"Physosmaragdina nigrifrons mitochondrion, complete genome",15903
NC_057260.1,134630,"Plectropomus laevis mitochondrion, complete genome",16774
NC_057261.1,2069294,"Pygoluciola qingyu mitochondrion, complete genome",17332
NC_057262.1,543392,"Afzelia xylocarpa chloroplast, complete genome",159155
NC_057263.1,84942,"Fagraea fragrans chloroplast, complete genome",154416
NC_057264.1,681629,"Heritiera javanica chloroplast, complete genome",161419
NC_057265.1,133441,"Kadsura ananosma chloroplast, complete genome",145903
NC_057266.1,124781,"Kadsura heteroclita chloroplast, complete genome",153289
NC_057267.1,1489963,"Xylia xylocarpa chloroplast, complete genome",161288
NC_057268.1,2496085,"Dopasia hainanensis voucher CB2018037 mitochondrion, complete genome",17000
NC_057269.1,440380,"Campanula zangezura chloroplast, complete genome",166331
NC_057270.1,162307,"Picea schrenkiana chloroplast, complete genome",124060
NC_057271.1,2810017,"Helicia nilagirica chloroplast, complete genome",157217
NC_057273.1,455156,"Paralichthys adspersus mitochondrion, complete genome",17060
NC_057274.1,1470695,"Opatrum sabulosum mitochondrion, complete genome",16079
NC_057275.1,858910,"Alysicarpus vaginalis chloroplast, complete genome",149890
NC_057276.1,53833,"Austrosteenisia blackii chloroplast, complete genome",152551
NC_057277.1,2461305,"Cajanus crassus chloroplast, complete genome",153549
NC_057278.1,185703,"Centrosema pubescens chloroplast, complete genome",154141
NC_057279.1,3926,"Philenoptera violacea chloroplast, complete genome",154445
NC_057280.1,2810020,"Paragnetina indentata mitochondrion, complete genome",15885
NC_057281.1,2570576,"Perlesta teaysia mitochondrion, complete genome",16023
NC_057283.1,662933,"Nepeta stewartiana isolate BOP018025 chloroplast, complete genome",152348
NC_057285.1,175437,"Prionurus laticlavius voucher LSUMZ:Ichthyology:6789 mitochondrion, complete genome",16531
NC_057286.1,1623361,"Deutzia glabrata chloroplast, complete genome",157283
NC_057287.1,1955528,"Artocarpus hypargyreus chloroplast, complete genome",160952
NC_057288.1,1219515,"Firmiana danxiaensis chloroplast, complete genome",161205
NC_057289.1,2291161,"Salix variegata chloroplast, complete genome",155743
NC_057290.1,384650,"Mangifera persiciforma chloroplast, complete genome",157796
NC_057291.1,2762383,"Mangifera longipes plastid, complete genome",157853
NC_057292.1,171944,"Mangifera sylvatica plastid, complete genome",157824
NC_057293.1,681501,"Trophis caucana chloroplast, complete genome",161445
NC_057294.1,667151,"Dicaeum concolor mitochondrion, complete genome",16796
NC_057295.1,667146,"Dicaeum agile mitochondrion, complete genome",16809
NC_057296.1,1136150,"Scrophularia cephalantha chloroplast, complete genome",153016
NC_057297.1,86721,"Magnolia duperreana chloroplast, complete genome",159834
NC_057298.1,86762,"Magnolia hypolampra chloroplast, complete genome",160093
NC_057299.1,85871,"Magnolia tamaulipana chloroplast, complete genome",159697
NC_057300.1,109634,"Gymnopilus junonius strain KA18-0872C mitochondrion, complete genome",161145
NC_057301.1,156079,"Grapsus albolineatus mitochondrion, complete genome",15578
NC_057302.1,1888244,"Lissocarcinus arkati mitochondrion, complete genome",15510
NC_057303.1,1088304,"Theretra oldenlandiae mitochondrion, complete genome",15312
NC_057304.1,761923,"Pagurus similis mitochondrion, complete genome",17100
NC_057305.1,2801865,"Yasuhikotakia splendida mitochondrion, complete genome",16695
NC_057306.1,2810185,"Sesia siningensis mitochondrion, complete genome",15454
NC_057307.1,1231846,"Eugenia brasiliensis chloroplast, complete genome",160802
NC_057308.1,3490,"Artocarpus champeden Spreng chloroplast, complete genome",158568
NC_057309.1,566045,"Baccaurea ramiflora Lour chloroplast, complete genome",161093
NC_057310.1,145231,"Acanthochlamys bracteata voucher K:Kao, P.C. 1993 chloroplast, complete genome",153842
NC_057311.1,244035,"Benstonea copelandii voucher MO:Sherman, C. & Bynum, K. 303 chloroplast, complete genome",157929
NC_057312.1,2651312,"Sinocyclocheilus angularis voucher GZNU202001332 mitochondrion, complete genome",16586
NC_057313.1,425837,"Abies delavayi chloroplast, complete genome",120141
NC_057314.1,97166,"Abies fabri chloroplast, complete genome",120027
NC_057315.1,1055014,"Abies nukiangensis chloroplast, complete genome",120017
NC_057432.1,755258,"Cynanchum chinense chloroplast, complete genome",158615
NC_057433.1,118798,"Platanista gangetica isolate Ganges_River_Dolphin-S1 mitochondrion, complete genome",16319
NC_057434.1,32248,"Sorbaria arborea voucher MCQ-081 chloroplast, complete genome",160137
NC_057435.1,83819,"Polygonum cuspidatum chloroplast, complete genome",163183
NC_057436.1,2810149,"Flavoperla hatakeyamae mitochondrion, complete genome",15730
NC_057437.1,2810320,"Phyllophorella liuwutiensis mitochondrion, complete genome",15969
NC_057438.1,2866655,"Bubalus arnee isolate Assam mitochondrion, complete genome",16357
NC_057439.1,197125,"Pachira macrocarpa chloroplast, complete genome",157936
NC_057440.1,463589,"Phaeostigma variifolium chloroplast, complete genome",151089
NC_057441.1,691185,"Semenovia thomsonii chloroplast, complete genome",147137
NC_057442.1,2808977,"Tachycines zorzini mitochondrion, complete genome",15369
NC_057443.1,1457503,"Dahlstedtia araripensis chloroplast, complete genome",153217
NC_057444.1,271794,"Decorsea schlechteri chloroplast, complete genome",151540
NC_057445.1,185705,"Dendrolobium lanceolatum chloroplast, complete genome",150186
NC_057446.1,2810186,"Derris harrowiana chloroplast, complete genome",153846
NC_057447.1,1888364,"Dolichos falciformis chloroplast, complete genome",153884
NC_057448.1,2810187,"Dunbaria nivea chloroplast, complete genome",153121
NC_057449.1,1993611,"Eriosema crinitum chloroplast, complete genome",153403
NC_057450.1,49817,"Erythrina crista-galli chloroplast, complete genome",151751
NC_057451.1,556500,"Fagelia bituminosa chloroplast, complete genome",153540
NC_057452.1,2044327,"Hanslia ormocarpoides chloroplast, complete genome",149454
NC_057453.1,53885,"Hardenbergia violacea chloroplast, complete genome",154046
NC_057454.1,471941,"Kennedia prostrata chloroplast, complete genome",154390
NC_057455.1,53893,"Lespedeza cuneata chloroplast, complete genome",149029
NC_057456.1,62119,"Millettia dura chloroplast, complete genome",152714
NC_057457.1,3891,"Psophocarpus tetragonolobus chloroplast, complete genome",151571
NC_057458.1,49834,"Podalyria calyptrata chloroplast, complete genome",152992
NC_057459.1,114995,"Kotschya aeschynomenoides chloroplast, complete genome",157360
NC_057460.1,200947,"Parochetus cummunis chloroplast, complete genome",123055
NC_057461.1,73310,"Helianthus salicifolius chloroplast, complete genome",151229
NC_057462.1,73298,"Helianthus microcephalus chloroplast, complete genome",151289
NC_057463.1,2810618,"Ostericum palustre chloroplast, complete genome",154923
NC_057464.1,130296,"Pertya phylicoides plastid, complete genome",153379
NC_057465.1,106626,"Rhizophora apiculata chloroplast, complete genome",164343
NC_057466.1,39984,"Bruguiera gymnorhiza chloroplast, complete genome",163795
NC_057467.1,1240247,"Gonyosoma frenatum voucher LSU20200812JZF01 mitochondrion, complete genome",17209
NC_057468.1,265041,"Leptobrachium liui voucher LSU20191108JLS001 mitochondrion, complete genome",17190
NC_057469.1,1765094,"Acanthopsyche nigraplaga voucher CNU13856 mitochondrion, complete genome",15704
NC_057470.1,2800998,"Phloeosinus perlatus mitochondrion, complete genome",17054
NC_057471.1,83372,"Thalassiosira nordenskioeldii isolate CNS00052 mitochondrion, complete genome",47038
NC_057472.1,220121,"Macrophthalmus abbreviatus mitochondrion, complete genome",16322
NC_057473.1,331416,"Macromedaeus distinguendus mitochondrion, complete genome",15710
NC_057474.1,328652,"Nanhaipotamon hongkongense mitochondrion, complete genome",15318
NC_057475.1,364883,"Gecarcoidea lalandii mitochondrion, complete genome",15575
NC_057476.1,664711,"Scopimera intermedia mitochondrion, complete genome",16252
NC_057477.1,556312,"Cardisoma armatum mitochondrion, complete genome",15586
NC_057478.1,321965,"Longpotamon depressum mitochondrion, complete genome",16537
NC_057479.1,1661411,"Didesmococcus koreanus mitochondrion, complete genome",15143
NC_057480.1,92629,"Metarhizium album strain ARSEF1941 mitochondrion, complete genome",68425
NC_057481.1,2291152,"Rhamnus heterophylla chloroplast, complete genome",156514
NC_057482.1,47471,"Tripsacum laxum chloroplast, complete genome",140556
NC_057483.1,1633511,"Argyrocottus zanderi isolate AZA1 mitochondrion, complete genome",16608
NC_057484.1,1633460,"Porocottus allisi isolate PAL3 mitochondrion, complete genome",16369
NC_057485.1,1235674,"Scyra compressipes mitochondrion, complete genome",16415
NC_057486.1,316487,"Viola japonica chloroplast, complete genome",156504
NC_057487.1,194517,"Polyopes lancifolius mitochondrion, complete genome",26142
NC_057488.1,212096,"Phalaenopsis wilsonii isolate noccphal031n chloroplast, complete genome",145373
NC_057489.1,327932,"Monolepta hieroglyphica mitochondrion, complete genome",15963
NC_057490.1,2783890,"Epeorus dayongensis mitochondrion, complete genome",15609
NC_057491.1,2783891,"Epeorus carinatus mitochondrion, complete genome",15338
NC_057492.1,7946,"Muraenesox cinereus mitochondrion, complete genome",17673
NC_057493.1,341114,"Cobitis macrostigma mitochondrion, complete genome",16636
NC_057494.1,55483,"Ottelia alismoides voucher guo al01 chloroplast, complete genome",157885
NC_057495.1,1969800,"Semiaquilegia guangxiensis chloroplast, complete genome",164047
NC_057496.1,157934,"Ophiorrhiza pumila chloroplast, complete genome",154385
NC_057497.1,378308,"Jesogammarus hinumensis mitochondrion, complete genome",15186
NC_057498.1,1685987,"Betula microphylla voucher yun zhang chloroplast, complete genome",160489
NC_057500.1,667449,"Mythimna loreyi strain 2019 NICS mitochondrion, complete genome",15320
NC_057501.1,192464,"Phthorimaea operculella strain Jeju mitochondrion, complete genome",15263
NC_057502.1,653727,"Osmanthus didymopetalus chloroplast, complete genome",155155
NC_057503.1,99808,"Chamaecyparis pisifera chloroplast, complete genome",127187
NC_057504.1,174652,"Rumex nepalensis chloroplast, complete genome",159110
NC_057505.1,30019,"Drosophila busckii mitochondrion, complete genome",15214
NC_057506.1,1616486,"Rhamnus globosa voucher HCY2019012 chloroplast, complete genome",160642
NC_057507.1,454322,"Clematis montana chloroplast, complete genome",159523
NC_057508.1,1699510,"Dracocephalum tanguticum chloroplast, complete genome",150954
NC_057510.1,217427,"Lactarius trivialis mitochondrion, complete genome",42366
NC_057511.1,2772037,"Imasa heleensis mitochondrion, complete genome",37512
NC_057512.1,2811512,"Sphaeronemoura elephas mitochondrion, complete genome",15846
NC_057513.1,2811511,"Nemoura meniscata mitochondrion, complete genome",15895
NC_057514.1,205083,"Dreissena rostriformis mitochondrion, complete genome",46868
NC_057515.1,42716,"Didelphis albiventris mitochondrion, complete genome",17341
NC_057516.1,85694,"Didelphis aurita mitochondrion, complete genome",17165
NC_057517.1,461399,"Didelphis imperfecta mitochondrion, complete genome",17161
NC_057518.1,9268,"Didelphis marsupialis mitochondrion, complete genome",17157
NC_057519.1,994805,"Didelphis pernigra mitochondrion, complete genome",17427
NC_057520.1,38620,"Lutreolina crassicaudata mitochondrion, complete genome",17265
NC_057521.1,428255,"Pollia japonica chloroplast, complete genome",165076
NC_057522.1,1585304,"Stictocephala bisonia mitochondrion, complete genome",15809
NC_057523.1,2812889,"Melampyrum koreanum chloroplast, complete genome",143865
NC_057524.1,101013,"Fragaria orientalis mitochondrion, complete genome",275143
NC_057525.1,671158,"Carcharhinus brachyurus voucher SNU-MO-0005 mitochondrion, complete genome",16704
NC_057526.1,169218,"Rhipsalis teres chloroplast, complete genome",122389
NC_057527.1,1934105,"Ardenna carneipes isolate 15-1527 mitochondrion, complete genome",16370
NC_057528.1,48683,"Ardenna pacifica isolate 15-1526 mitochondrion, complete genome",16434
NC_057529.1,291223,"Acer sinense chloroplast, complete genome",156980
NC_057530.1,80833,"Tridacna crocea isolate WMT001 mitochondrion, complete genome",18266
NC_057531.1,27720,"Hoplias malabaricus voucher LAGENPE_11105 mitochondrion, complete genome",16602
NC_057532.1,94175,"Gymnotus sylvius voucher LBP_33925 mitochondrion, complete genome",16864
NC_057533.1,1616479,"Leptodermis oblonga chloroplast, complete genome",155100
NC_057534.1,407171,"Lasiopodomys brandtii voucher LB01 mitochondrion, complete genome",16557
NC_057535.1,1382415,"Salix cupularis chloroplast, complete genome",155518
NC_057536.1,1905857,"Aconitum quelpaertense voucher KNKB201810010005 chloroplast, complete genome",155636
NC_057537.1,138578,"Tamerlania zarudnyi isolate Pakistan mitochondrion, complete genome",16188
NC_057538.1,1090898,"Hydrocolus stagnalis voucher IBE<ESP> AV6 mitochondrion, complete genome",16396
NC_057539.1,210106,"Hydroporus analis voucher IBE<ESP> AV9 mitochondrion, complete genome",18823
NC_057540.1,107871,"Hydroporus planus voucher IBE<ESP> AN82 mitochondrion, complete genome",18818
NC_057541.1,1895289,"Hydroporus signatus voucher IBE<ESP> RA682 mitochondrion, complete genome",15240
NC_057542.1,2811596,"Iberoporus pluto voucher IBE<ESP> AN151 mitochondrion, complete genome",17834
NC_057543.1,2811602,"Leconectes striatellus voucher IBE<ESP> RA327 mitochondrion, complete genome",16324
NC_057544.1,2714623,"Lioporeus pilatei voucher IBE<ESP> AN699 mitochondrion, complete genome",17905
NC_057545.1,2811597,"Mystonectes coelamboides voucher IBE<ESP> PB35 mitochondrion, complete genome",17373
NC_057546.1,2201851,"Nebrioporus vagrans voucher IBE<ESP> RA588 mitochondrion, complete genome",18504
NC_057547.1,2811606,"Nectoporus subrotundus voucher IBE<ESP> RA485 mitochondrion, complete genome",17106
NC_057548.1,156968,"Oreodytes davisii voucher MNCN AI1227 mitochondrion, complete genome",16348
NC_057549.1,1309531,"Oreodytes scitulus voucher IBE<ESP> AV1 mitochondrion, complete genome",16333
NC_057550.1,1309536,"Porhydrus obliquesignatus voucher IBE<ESP> RA147 mitochondrion, complete genome",17865
NC_057551.1,224513,"Rhithrodytes bimaculatus voucher IBE<ESP> RA727 mitochondrion, complete genome",17524
NC_057552.1,1309541,"Scarodytes malickyi voucher IBE<ESP> AF139 mitochondrion, complete genome",15309
NC_057553.1,483878,"Scarodytes savinensis voucher IBE<ESP> RA219 mitochondrion, complete genome",16356
NC_057554.1,146467,"Zephyranthes mesochloa plastid, complete genome",158768
NC_057555.1,51492,"Tulbaghia violacea plastid, complete genome",156449
NC_057556.1,70284,"Microtus cabrerae mitochondrion, complete genome",16331
NC_057557.1,10055,"Microtus chrotorrhinus mitochondrion, complete genome",16297
NC_057558.1,266836,"Microtus thomasi mitochondrion, complete genome",16295
NC_057559.1,874455,"Arctia plantaginis mitochondrion, complete genome",15479
NC_057560.1,3656,"Cucumis melo chloroplast, complete genome",155402
NC_057561.1,38941,"Diplodus sargus voucher SZN-OST-0002 mitochondrion, complete genome",16515
NC_057562.1,210225,"Nymphaea colorata chloroplast, complete genome",159842
NC_057563.1,307976,"Nymphaea rubra chloroplast, complete genome",159322
NC_057564.1,419122,"Nymphaea potamophila chloroplast, complete genome",159232
NC_057565.1,126639,"Nymphaea tetragona chloroplast, complete genome",159956
NC_057566.1,288675,"Nymphaea micrantha chloroplast, complete genome",159900
NC_057567.1,4419,"Nymphaea odorata chloroplast, complete genome",159968
NC_057568.1,247974,"Nymphaea gigantea chloroplast, complete genome",160179
NC_057569.1,227537,"Anthocharis scolymus voucher BL_YZ_HJJFD_003 mitochondrion, complete genome",15230
NC_057570.1,118151,"Strophidon sathete mitochondrion, complete genome",16568
NC_057571.1,192627,"Cenchrus flaccidus chloroplast, complete genome",138336
NC_057572.1,70754,"Allium cernuum plastid, complete genome",153750
NC_057573.1,70761,"Allium karataviense plastid, complete genome",151808
NC_057574.1,74897,"Allium nerinifolium plastid, complete genome",154129
NC_057575.1,74900,"Allium schoenoprasum plastid, complete genome",152852
NC_057576.1,1234383,"Calostemma purpureum plastid, complete genome",159500
NC_057577.1,82225,"Cyrtanthus mackenii plastid, complete genome",159998
NC_057578.1,51450,"Gilliesia graminea plastid, complete genome",154067
NC_057579.1,669876,"Allium koreanum plastid, complete genome",153162
NC_057580.1,70766,"Allium senescens plastid, complete genome",153542
NC_057581.1,669879,"Allium ochotense plastid, complete genome",154048
NC_057582.1,1781601,"Nothoscordum bonariense plastid, complete genome",156559
NC_057583.1,138334,"Allium tricoccum plastid, complete genome",153565
NC_057584.1,105310,"Allium siculum plastid, complete genome",154225
NC_057585.1,165640,"Allium nigrum plastid, complete genome",152241
NC_057586.1,1331743,"Ostericum citriodorum chloroplast, complete genome",155919
NC_057587.1,709982,"Malus spectabilis chloroplast, complete genome",160230
NC_057588.1,2015193,"Cenchrus centrasiaticus chloroplast, complete genome",138294
NC_057589.1,365050,"Sardinella zunasi mitochondrion, complete genome",16307
NC_057590.1,3286455,"Sinularia penghuensis mitochondrion, complete genome",18730
NC_057591.1,2802967,"Sarcophaga tsinanensis voucher S7 mitochondrion, complete genome",14972
NC_057592.1,161269,"Stauntonia chinensis chloroplast, complete genome",157819
NC_057593.1,114476,"Gardenia jasminoides chloroplast, complete genome",154921
NC_057594.1,115525,"Trachycarpus nanus chloroplast, complete genome",158713
NC_057595.1,561305,"Caryota urens chloroplast, complete genome",159702
NC_057596.1,363513,"Swertia nervosa chloroplast, complete genome",153690
NC_057597.1,115715,"Vigna subterranea chloroplast, complete genome",151517
NC_057598.1,132429,"Amphicarpaea edgeworthii chloroplast, complete genome",154878
NC_057599.1,347934,"Platycerium wallichii chloroplast, complete genome",158286
NC_057600.1,1813497,"Rubus irritans chloroplast, complete genome",155286
NC_057601.1,2291175,"Ulmus bergmanniana chloroplast, complete genome",160060
NC_057602.1,157786,"Euterpe edulis chloroplast, complete genome",158397
NC_057603.1,115466,"Euterpe oleracea chloroplast, complete genome",158802
NC_057604.1,39848,"Agrostemma githago mitochondrion, complete genome",262903
NC_057605.1,943087,"Cinnamomum bodinieri chloroplast, complete genome",152727
NC_057606.1,231932,"Phanerochaete carnosa mitochondrion, complete genome",206437
NC_057607.1,1470427,"Phaius hainanensis chloroplast, complete genome",158314
NC_057608.1,435163,"Thamnaconus septentrionalis mitochondrion, complete genome",16439
NC_057609.1,211833,"Lutjanus stellatus mitochondrion, complete genome",16511
NC_057610.1,390502,"Caragana stenophylla chloroplast, complete genome",132895
NC_057611.1,154629,"Doriprismatica atromarginata mitochondrion, complete genome",14421
NC_057612.1,1384743,"Allantus togatus mitochondrion, complete genome",15480
NC_057613.1,553985,"Pyrops candelaria mitochondrion, complete genome",16253
NC_057614.1,335471,"Orgyia postica mitochondrion, complete genome",15258
NC_057615.1,136225,"Zingiber mioga isolate 1 chloroplast, complete genome",163541
NC_057616.1,160526,"Cymbidium dayanum chloroplast, complete genome",155408
NC_057617.1,27322,"Metschnikowia bicuspidata mitochondrion, complete genome",96922
NC_057618.1,2740715,"Chondria tumulosa voucher ARS 09886 chloroplast, complete genome",172617
NC_057619.1,460780,"Machilus robusta chloroplast, complete genome",152737
NC_057620.1,1813488,"Rubus eucalyptus chloroplast, complete genome",155672
NC_057621.1,446849,"Saussurea salicifolia chloroplast, complete genome",152584
NC_057622.1,186970,"Sinosenecio oldhamianus chloroplast, complete genome",150926
NC_057623.1,586111,"Gaultheria griffithiana isolate LL48 voucher KUN1248996 chloroplast, complete genome",175649
NC_057624.1,2814614,"Rubus glandulosopunctatus chloroplast, complete genome",155742
NC_057625.1,2814615,"Rubus incanus chloroplast, complete genome",155843
NC_057626.1,2814610,"Rubus kawakamii chloroplast, complete genome",155935
NC_057627.1,2814616,"Rubus laciniatostipulatus chloroplast, complete genome",156236
NC_057628.1,2814612,"Rubus parviaraliifolius chloroplast, complete genome",155832
NC_057629.1,2814617,"Rubus rubroangustifolius chloroplast, complete genome",155566
NC_057630.1,2814611,"Rubus taitoensis chloroplast, complete genome",155948
NC_057631.1,2814613,"Rubus taiwanicola chloroplast, complete genome",155616
NC_057632.1,2803872,"Sinopoppia nigroflagella mitochondrion, complete genome",15940
NC_057633.1,2815227,"Trapa kozhevnikoviorum chloroplast, complete genome",155545
NC_057634.1,32542,"Dasycercus cristicauda mitochondrion, complete genome",17085
NC_057635.1,9411,"Macroderma gigas mitochondrion, complete genome",16661
NC_057636.1,337230,"Zyzomys argurus mitochondrion, complete genome",16261
NC_057637.1,184983,"Androsace erecta chloroplast, complete genome",153547
NC_057638.1,1502324,"Biston thoracicaria mitochondrion, complete genome",15538
NC_057639.1,359505,"Bupleurum angustissimum voucher 00031289 chloroplast, complete genome",155829
NC_057640.1,48105,"Bupleurum scorzonerifolium voucher 00031288 chloroplast, complete genome",178668
NC_057641.1,948041,"Bupleurum bicaule voucher 00031282 chloroplast, complete genome",155922
NC_057642.1,9887,"Muntiacus vaginalis isolate CG1 mitochondrion, complete genome",16348
NC_057643.1,193267,"Mnais tenuis mitochondrion, complete genome",15131
NC_057644.1,2798769,"Rhododendron datiandingense chloroplast, complete genome",207311
NC_057645.1,444606,"Eucampia zodiacus strain CNS00061 chloroplast, complete genome",118107
NC_057646.1,30253,"Melanoplus differentialis mitochondrion, complete genome",15625
NC_057647.1,354507,"Orixa japonica chloroplast, complete genome",158525
NC_057648.1,173309,"Caranx crysos mitochondrion, complete genome",16595
NC_057649.1,206147,"Pentanemus quinquarius mitochondrion, complete genome",16708
NC_057650.1,531329,"Plectorhinchus chaetodonoides mitochondrion, complete genome",16546
NC_057652.1,1678524,"Anopheles ininii mitochondrion, complete genome",15390
NC_057654.1,86994,"Scyphiphora hydrophyllacea mitochondrion, complete genome",354155
NC_057655.1,70943,"Medicago disciformis voucher I.S. Choi MD032 plastid, complete genome",121039
NC_057656.1,78529,"Medicago secundiflora voucher I.S. Choi MD026 plastid, complete genome",120165
NC_057657.1,70966,"Medicago praecox voucher I.S. Choi MD033 plastid, complete genome",122724
NC_057658.1,66819,"Medicago tenoreana voucher I.S. Choi MD027 plastid, complete genome",120857
NC_057659.1,70975,"Medicago sauvagei voucher I.S. Choi MD028 plastid, complete genome",124743
NC_057660.1,66811,"Medicago coronata voucher I.S. Choi MD030 plastid, complete genome",123864
NC_057661.1,70936,"Medicago arabica voucher I.S. Choi MD031 plastid, complete genome",125028
NC_057662.1,101500,"Aethotaxis mitopteryx isolate ICTI1155 mitochondrion, complete genome",18801
NC_057663.1,591100,"Viola prionantha chloroplast, complete genome",156501
NC_057664.1,227741,"Akarotaxis nudiceps mitochondrion, complete genome",17348
NC_057665.1,2994821,"Artedidraco skottsbergi mitochondrion, complete genome",17319
NC_057666.1,1987354,"Bovichtus angustifrons mitochondrion, complete genome",16868
NC_057667.1,202058,"Dolloidraco longedorsalis mitochondrion, complete genome",17272
NC_057668.1,202060,"Gerlachea australis mitochondrion, complete genome",17377
NC_057669.1,8218,"Gymnodraco acuticeps mitochondrion, complete genome",18213
NC_057670.1,83203,"Lindbergichthys nudifrons mitochondrion, complete genome",18783
NC_057671.1,70436,"Neopagetopsis ionah mitochondrion, complete genome",17874
NC_057672.1,36194,"Pagetopsis macropterus mitochondrion, complete genome",17364
NC_057673.1,52239,"Pseudochaenichthys georgianus mitochondrion, complete genome",17310
NC_057674.1,36195,"Trematomus eulepidotus mitochondrion, complete genome",18234
NC_057675.1,668615,"Trematomus tokarevi mitochondrion, complete genome",18305
NC_057676.1,1197907,"Pareas stanleyi voucher LSU2020MLFJDT01 mitochondrion, complete genome",17372
NC_057677.1,225334,"Oenothera lindheimeri chloroplast, complete genome",162997
NC_057678.1,443373,"Glandularia tenera chloroplast, complete genome",153383
NC_057679.1,4142,"Plectranthus scutellarioides chloroplast, complete genome",152603
NC_057680.1,54229,"Clerodendrum trichotomum chloroplast, complete genome",151549
NC_057681.1,2726091,"Swertia diluta chloroplast, complete genome",153691
NC_057682.1,85268,"Sophora toromiro chloroplast, complete genome",154260
NC_057683.1,76397,"Sophora macrocarpa chloroplast, complete genome",154426
NC_057684.1,311142,"Baeotus beotus voucher WRME0507736 mitochondrion, complete genome",15131
NC_057952.1,1164558,"Bombus longipennis mitochondrion, complete genome",18458
NC_057953.1,1792663,"Daucus setulosus voucher PI 652329 plastid, complete genome",157336
NC_057954.1,1690671,"Octopus fitchi mitochondrion, complete genome",15780
NC_057955.1,4326,"Salvadora persica chloroplast, complete genome",153379
NC_057956.1,147911,"Camellia achrysantha chloroplast, complete genome",156658
NC_057957.1,147912,"Camellia chrysanthoides chloroplast, complete genome",156959
NC_057958.1,2056232,"Camellia debaoensis chloroplast, complete genome",156854
NC_057960.1,592173,"Alauda gulgula mitochondrion, complete genome",17055
NC_057961.1,871918,"Oreocharis esquirolii chloroplast, complete genome",154069
NC_057962.1,4545,"Poa pratensis chloroplast, complete genome",135649
NC_057963.1,2816127,"Olidiana longisticka mitochondrion, complete genome",15993
NC_057964.1,2816128,"Olidiana obliquea mitochondrion, complete genome",15312
NC_057965.1,2816129,"Olidiana ritcheri mitochondrion, complete genome",15372
NC_057966.1,2501809,"Olidiana tongmaiensis mitochondrion, complete genome",15363
NC_057967.1,153527,"Styrax chinensis chloroplast, complete genome",158502
NC_057968.1,360508,"Pomadasys kaakan mitochondrion, complete genome",16808
NC_057969.1,2779679,"Friesea gretae mitochondrion, complete genome",15439
NC_057970.1,1425443,"Neotoxoptera formosana mitochondrion, complete genome",15642
NC_057972.1,2816379,"Torleya mikhaili mitochondrion, complete genome",15042
NC_057973.1,2750869,"Cincticostella fusca mitochondrion, complete genome",15135
NC_057974.1,1190700,"Pholidota longipes chloroplast, complete genome",157423
NC_057975.1,2816322,"Allium ferganicum chloroplast, complete genome",153126
NC_057976.1,673854,"Dasyatis pastinaca isolate CBRG-Dpas170212019 mitochondrion, complete genome",17713
NC_057977.1,1449802,"Dasyatis tortonesei isolate CBRG-Dtor170808029 mitochondrion, complete genome",17630
NC_057978.1,190246,"Pterospermum menglunense chloroplast, complete genome",162421
NC_057979.1,2816377,"Corythoxestis sunosei mitochondrion, complete genome",15511
NC_057980.1,2744267,"Amaga expatria voucher MNHN:JL305 mitochondrion, complete genome",14962
NC_057981.1,586829,"Lactoria cornuta mitochondrion, complete genome",16495
NC_057982.1,2804887,"Ilex lancilimba voucher H0910 chloroplast, complete genome",157998
NC_057983.1,43536,"Oldenlandia corymbosa voucher H2106 chloroplast, complete genome",152327
NC_057984.1,3054898,"Oldenlandia brachypoda voucher H2174 chloroplast, complete genome",153617
NC_057985.1,254027,"Oldenlandia diffusa voucher H2200 chloroplast, complete genome",153653
NC_057986.1,2816899,"Pseuderanthemum haikangense chloroplast, complete genome",152849
